SAP ABAP,Tata Consultancy Services,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","551,917 on LinkedIn",23 applicants,"Information Technology & Services 10,001+ employees 551,917 on LinkedIn",Full-time · Mid-Senior level,"['SAP ABAP professional should have ABAP Development experience.', 'Knowledge in ABAP for Hana and ABAP Objects are must.', 'knowledge in ABAP 7.4 and 7.5 and should be able to write and read codes written in latest standard.', 'Ablily to understand functional specification document and should be able to convert it into Technical Specification Document.', 'ability to communicate with stakeholders and convert requirements to working solutions.', 'ability to write testable abap codes(ABAP UNIT).', 'experience in developing reports, idocs, proxy, enhancements, forms. Should know basic PI configurations and monitoring.', 'ability to performance tune the existing programs, should have good debugging skills and should be able to analyze and provide solutions to the incidents.', 'SAP ABAP Certifications are added advantage.', 'Learning attitude and ability to adapt to latest demands in ABAP and SAP.', 'Good to have experience in CDS development, AMDP development and Eclipse IDE.', 'Good to have S/4 HANA Experience.', 'Knowledge in SAP Retail', 'Any relevant SAP certifications/ OpenSAP/Udemy certifications in ABAP, HANA or s/4 HANA']",Advanced Business Application Programming (ABAP)AddEclipseAddIDocAddIntegrated Development EnvironmentsAddSAP HANAAddSAP ProductsAddSAP RetailAddSAP XIAddStatutory Accounting Principles (SAP)AddTechnical SpecsAdd
Marketing Intern,sculptdigitalart,"New Delhi, Delhi, India",Hybrid,2-10 employees,Null,5 applicants,Computer Games 2-10 employees,Internship,"['Online Marketing Executiveonline marketing specialist is responsible for developing, implementing, and managing marketing campaigns that promote a company and its products and/or services.We provide online classes and productsLearn important digital marketing skillsHaving Good Computer and communication skills.']",MarketingAd ServingAddCampaignsAddCommunicationAddDigital MarketingAddManagementAddMarketing Campaign ManagementAddMarketing ManagementAddOnline MarketingAdd
SERVICE NOW,Tata Consultancy Services,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","551,917 on LinkedIn",149 applicants,"Information Technology & Services 10,001+ employees 551,917 on LinkedIn",Full-time · Mid-Senior level,"['Should have experience for more than 2 years', 'Should be able to effectively communicate information and ideas, speaking and writing in terms understandable to others', 'Ability to work in a multi-cultural environment.', 'Able to plan, schedule, organize, and follow up on tasks related to the job to achieve goals within or ahead of established time frames.', 'Should have proficient level of knowledge of Microsoft Office and/or relevant position software programs.', 'Should be able to work in any prescribed shift timings and any location as per the project requirement.:', 'Develops ServiceNow software solutions using JavaScript, Jelly, Web Services, MYSQL, XML, HTML and CSS', 'Configuration Management (CMDB)', 'Strong math and analytical skills excellent oral and written communication skill', 'Analyze system performance issues and determine performance enhancements', 'Administration of Knowledge Base and Service Catalog', 'Configure out-of-the-box workflows and create/maintain custom workflows', 'Configure application related fields, forms, views, email notifications, acceptance roles and access controls', 'Integrate ServiceNow application(s) with third party systems/applications via APIs', 'Provides input to staff involved in writing and updating technical documentation such as user manuals', 'Prepares reports on analyses', 'Relational database expertise in relation to an enterprise software system (Oracle, MS SQL, MySQL)', 'Expert knowledge on building out ServiceNow CMS (ESS – Employee Self Service Portal)', 'Proficient in development of workflows, custom web services, custom notifications, assessments, custom app']",Configuration ManagementAddContent Management Systems (CMS)AddJavaScriptAddMicrosoft OfficeAddMicrosoft SQL ServerAddMySQLAddSQLAddService CatalogAddTechnical DocumentationAddXMLAdd
Process Associate-BFS026600,Genpact,"Noida, Uttar Pradesh, India",On-site,"10,001+ employees","130,105 on LinkedIn",93 applicants,"Information Technology & Services 10,001+ employees 130,105 on LinkedIn",Full-time · Entry level,"['Ability to comprehend information/data set', 'Ability to deliver work as per agreed accuracy service levels along with good efficiency', 'Communication with onshore team for getting the resolutions on pending information', 'Any graduate', 'Ready to work on stretched working hours due to volume fluctuations', 'Good comprehension & e-mail writing skills', 'Decision making skills required', 'Ability to analyze and observe things', 'Interpersonal Skills', 'Excel Skills – Intermediate', 'Take non scripted inbound & outbound calls', 'Awareness of Microsoft office resources']",Business Process Outsourcing (BPO)AddCommunicationAddInbound MarketingAddInterpersonal SkillsAddManagement Information Systems (MIS)AddMortgagesAddOnshore OperationsAddProcess ExcellenceAddService LevelsAdd
AVP Java Front End Developer,Northern Arc Capital,"Bengaluru, Karnataka, India",Hybrid,201-500 employees,382 on LinkedIn,64 applicants,Financial Services 201-500 employees 382 on LinkedIn,Full-time · Mid-Senior level,"['Job Description :Solid understanding and experience in Agile SDLC approachStrong experience in ReactJS, HTML, CSS, JS and good command on UX methodologiesGood understanding of Java/J2EE, Microservices (using Springboot), and ContainerizationExperience working with API Gateways (NGINX preferred) and AD authenticationExperience in testing frameworks (Junit/Mockito or Selenium/Cucumber)Experience working with SQL/NoSQL databases (Postgres, CouchDB preferred) design and queriesExperience working with any messaging system (KAFKA preferred), Docker, and KubernetesWorking knowledge of Azure or AWS cloud, KubernetesClear understanding of CS Algorithms and design patternsGood project management skills including planning, risk management, and issue resolutionExcellent leadership and communication skills']",Amazon Web Services (AWS)AddCascading Style Sheets (CSS)AddCouchDBAddFront-End DevelopmentAddJUnitAddJavaAddJavaScriptAddKubernetesAddPostgreSQLAddSeleniumAdd
Business Development Associate,BYJU'S,India,Remote,"10,001+ employees","35,540 on LinkedIn",Null,"E-learning 10,001+ employees 35,540 on LinkedIn",Full-time,"['You will get well-versed with the organization, our products, and how to interact with customers. ● You will be involved in various activities during this phase & you will be rigorously evaluated at different intervals.', 'During this period, you will gain knowledge, a platform to practice your sales skill as well as feedback to enhance your capabilities from our team of experienced facilitators.', 'These 5 days are purely invested in your learning and there would be no remuneration provided during this period.', 'The OJT Phase will start for the candidates who have successfully cleared the SGDP.', 'Candidates will be expected to generate revenue by implementing the theoretical knowledge acquired during the first phase into practice during the final 4 weeks of the OJT phase.', ""Following the completion of the OJT, all input and output numbers will be closely monitored and reviewed to evaluate your eligibility to apply for the Business Development Associate (BDA) position at BYJU'S.""]",Business DevelopmentAddEdtechAddEmployee BenefitsAddInside SalesAddJob TrainingAddLearningAddSalesAddSales ProcessesAddTarget DrivenAddTraining ProgramsAdd
Senior Sw Engineer,HARMAN International,"Bengaluru, Karnataka, India",Full-time · Associate,"10,001+ employees","23,742 on LinkedIn",7 applicants,"Consumer Electronics 10,001+ employees 23,742 on LinkedIn",Full-time · Associate,"['Should have good working knowledge of GIT', 'Extremely Proficient in C++ programming language', 'Good knowledge of Android and its IPC like Binders, HIDL, thread priorities etc.', 'SAFe Agile methodology', 'Android Audio and/or Android Media System', 'Audio concepts like PCM data, Bitrate, multi-channel audio', 'Usage of tools like Audacity and/or Adobe Audition and/or Audio Precision', 'Usage of Android tools like Systrace, dumpsys etc. for debugging Audio problems', 'Unit, functional and integration testing on Android', 'Knowledge of OpenSL ES and/or AAudio', 'Hands on knowledge of Android Native layer like AudioFlinger or AudioPolicyManager or AudioHAL', 'Linux', 'Android porting', 'Developing/Modifications of Audio native layer components.', 'Close cooperation with other leaders and projects managers', 'Resolve complex technical issues', 'Developing and executing test cases', 'Follow streamlined processes', 'B.E. in Electronics, Computers or Similar', '5 - 6 years of overall experience', 'Experience in Automotive domain will be preferred']",C++AddProgrammingAddProgramming LanguagesAdd
"Team Member, Petsense",Petsense by Tractor Supply,"Lephripada, Odisha, India",On-site,"1,001-5,000 employees",566 on LinkedIn,60 applicants,"Retail 1,001-5,000 employees 566 on LinkedIn",Part-time · Entry level,"['Maintain regular and predictable attendance.', 'Work scheduled shifts and have the ability to work varied hours, days, nights, weekends and overtime as dictated by business needs.', 'Take the initiative to support selling initiatives (TEAM):', 'T hank the Customer', 'E ngage with the customer and/or pet', 'A dvise products or services', 'M ake it Memorable', 'Team Members are required to perform a combination of the following duties during 95 percent of their day. Although the mix may vary from one day to another, our business and staffing model makes it essential that every Team Member be able to perform all of the following duties accurately, efficiently and safely on a regular basis and without advance notice:', 'Operate cash register/computer following cash handling procedures as established by Tractor Supply/Petsense Company', 'Recovery of merchandise', 'Participate in mandatory freight process', 'Complete Plan-o-gram procedures (merchandising, sets, and resets)', 'Assemble merchandise', 'Perform janitorial duties', 'Execute price changes/markdowns', 'Assist customers with loading purchases', 'Ensure the safety and well-being of live animals. Sanitize and maintain holding tanks and care for live animals as required', 'Complete all documentation associated with any of the above job duties', 'Team Members also may be required to perform other duties as assigned.', 'Pet/Live Animal, pet food, pet product knowledge is strongly preferred.', 'Strong communication and problem-solving skills.', 'Basic computer skills.', 'Strong interpersonal skills and ability to resolve issues ethically and with minimal conflict.', 'Working environment is favorable, generally working inside with moderate noise. Indoor floors and outdoor lots generally are hard surfaces (concrete, asphalt, etc.) Lighting and temperature are adequate.', 'Work shifts vary from one store to another, but generally are no less than 4 hours and may exceed 8 hours.', 'Promote a safe and productive work environment for Team Members and customers and adhere to Company safety training and guidelines.', 'Ability to move and transfer merchandise, weighing up to 100 pounds, throughout the store.', 'Ability to occasionally lift or reach merchandise overhead.', 'Ability to frequently stand, kneel, twist, crouch, squat, bend, stoop, and climb ladders.', 'Ability to move throughout the store for an entire shift.', 'Ability to safely access all areas of the store including selling floor, stock area, and register area.', 'Ability to constantly operate store equipment such as computer, cash register, and other store equipment.', 'Ability to read, write, and count accurately to complete all documentation.', 'Ability to utilize strong written and verbal communication skills to communicate effectively with team members and customers.', 'Ability to process information / merchandise through the point-of-sale system.', 'Ability to handle and be in contact with live animals.', 'Ability to successfully complete all training and certifications to care for live animals.']",CommunicationAddComputer LiteracyAddInterpersonal SkillsAddOral CommunicationAddProblem SolvingAddResetsAddService OrientationAddTanksAddTwistAdd
Associate Vice President - Product Engineering - Mobile,LogiNext,"Mumbai, Maharashtra, India",On-site,201-500 employees,185 on LinkedIn,19 applicants,Internet 201-500 employees 185 on LinkedIn,Full-time · Executive,"['Develop cutting edge native Android or iOS applications for the mobile platform', 'Build, test, maintain and enhance mobile apps having elegant and efficient UI/UX to enhance client experience', 'Own features from their ideation, design, development, test, release and maintenance', 'Be a resident expert of new trends and implement the latest Android/iOS features to maximize application performance', 'Maintain high standards of quality and responsiveness through technical design analysis, code reviews and test automation', 'Collaborate with a talented team of product managers, engineers, and designers', 'Demonstrate high level of ethics, dedication and teamwork', 'Bachelor’s degree in Computer Science, Information Technology or related field', '11 to 14 years of experience in developing native Android or iOS mobile applications', 'Strong knowledge of programming language in Swift or Java/Kotlin, SQLite and IDE like XCode or Android Studio', 'Hands on experience in using Location Based Services, REST Web Services Integration, FCM, Firebase and Battery Optimization Techniques', 'Strong experience in memory management, performance tuning and resource optimization', 'Deep knowledge of mobile automation and unit testing frameworks', 'Proven ability to drive large scale projects with deep understanding of Agile SDLC, high collaboration and leadership', 'Experience in both Android and iOS applications is a plus', 'Excellent written and oral communication skills, judgment and decision-making skills']",Android DevelopmentAddAndroid StudioAddFirebaseAddJavaAddKotlinAddMemory ManagementAddSQLiteAddUnit TestingAddXcodeAddiOS DevelopmentAdd
Business Development Associate,BYJU'S,"Noida, Uttar Pradesh, India",Remote,"10,001+ employees","35,540 on LinkedIn",33 applicants,"E-learning 10,001+ employees 35,540 on LinkedIn",Full-time,"[""Hello Connection,BYJU'S is hiring for the Business Development Associates ,We take pride in letting you know that you are interviewing with the world's largest Edtech Company and the reason for our exceptional growth lies in the DNA that we have. A true Byjuite defines his/her own limits in terms of efforts and rewards. There is no bar on the amount of incentive you can earn. Average incentive earned by a BDA in the system is around 30k monthly but our best associates make even 70-80k of incentive every month apart from their fixed salary. On an average, a performing associate gets his 1st opportunity in 1.5-2 years to become a manager and head a team of 20 people. And we have seen that the best of the associates can even become a manager even before completing a yearEligibility - Any GraduateLocations - Bangalore, Noida , Kolkata, UP, Odisha, Jharkhand, NE.#edtech #job #job #cv #jobseekers #sales #hiring #training #share #india #linkedin #university #team #tpos #recruitment #hiringalerts #hiringimmediately #BDA #salesdevelopment #salescareers #opportunity2022 #opportunityseeker#invitation #campusplacement #campushiring #campusdrive #campus#hiring #recruitment #job #cv #jobseekers #sales #share #universities #team #india #google #byjusturns10 #lifeatbyjus #salesdevelopment#employers #bdasales #salesJob#panindiajobs #salesdevelopment #employees #hrclick here to apply - https://docs.google.com/forms/d/e/1FAIpQLSfQAg4hKspG-T1KSHUq-N1W4INzm1PkwUa608EkjskQNVAfAQ/viewform?usp=sf_link""]",BusinessAddBusiness DevelopmentAddDNAAddEdtechAddHiringAddInterviewingAddSalaryAdd
Senior Software Developer,Wabtec Corporation,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","7,005 on LinkedIn",13 applicants,"Railroad Manufacture 10,001+ employees 7,005 on LinkedIn",Full-time · Mid-Senior level,"['Bachelor’s Degree in Computer Science or in “STEM” Majors (Science, Technology, Engineering and Math)', 'Minimum 8 years developing and supporting software for enterprise-class systems', 'Minimum 2 years working in an Agile/Scrum environment', 'As an expert in the Identity and Access Management (IAM), need to contribute towards creation and execution of an IAM roadmap that meets security requirements, including but not limited to security for, a complex Active Directory (AD) environment, hybrid cloud deployment, mobile computing, fine grained access control, policy driven security, SSO, user provisioning/deprovisioning, and federation focusing on multiple protocols (SAML, OpenID, Oauth)', 'Serves as Okta technical SME to design, implement, and support other teams for identity and access management services and solutions', 'Design, develop, and maintain cloud-based software solutions.', 'Actively participate in design and code reviews.', 'Capture software changes and releases using version control system.', 'Apply generally accepted programming standards and best practices.', 'Define and implement unit and system test procedures.', 'Perform fault isolation, troubleshooting and root cause analysis as needed.', 'Communicate development status to project teams and management.', '3+ Years experience in the IAM domain', 'Preference will be given to candidates with 5 or more years of experience developing web-based solutions that involve programming languages and web application platforms Angular with ASP.NET Core', 'Preference will be given to candidates with experience developing applications with both relational databases and NoSQL databases such as PostgreSQL, Elasticsearch, and Cassandra.', 'Preference will be given to candidates with experience developing and supporting applications in an Amazon Web Services (AWS) cloud environment.', '3+ years building responsive web applications for desktop and mobile devices.', '3+ years with HTML, CSS, TypeScript and JavaScript', '3+ years integrating web applications with back-end services', '3+ years working with Git or similar source code control', 'Passionate about software development and relevant technologies', 'Innovative problem solver that exhibits a positive, energetic attitude', 'Effective oral and written communication skills; ability to articulate clearly and concisely', 'Fluent in written and spoken English', 'Self-motivated with proven ability to work independently', 'Team player that works well with others', 'Works efficiently and productively with global teams and team members', 'Results-oriented with a clear focus on quality', 'High degree of attention to detail']",Back-End Web DevelopmentAddCode ReviewAddCommunicationAddComputer ScienceAddFault IsolationAddSecurity Assertion Markup Language (SAML)AddSoftware DevelopmentAddTest ProceduresAddUser ProvisioningAdd
Field Sales Engineer,TEFOC IPPL,"Guntur, Andhra Pradesh, India",On-site,11-50 employees,8 on LinkedIn,41 applicants,Non-profit Organization Management 11-50 employees 8 on LinkedIn,Full-time,"['We TeFoc IPPL looking forward for sales representative who can handle large industrial clients for Premium Hand Tools, Torque Tools, Assembly tools, Power Tools, Lifting gear sales through customer solutions.Representative should be active in finding out clients and establish business relationship for ranges offered from TeFoc for the premium solutions offered from its portfolio.']",BusinessAddConstructionAddCustomer-Focused SellingAddField Sales ManagementAddHand ToolsAddHeavy LiftingAddOutside SalesAddPortfolio ManagementAddPower ToolsAddSalesAddTorqueAdd
Associate Manager - RTR,Bunge,"Punjab, India",On-site,"10,001+ employees","16,195 on LinkedIn",58 applicants,"Food Production 10,001+ employees 16,195 on LinkedIn",Full-time · Mid-Senior level,"['Perform monthly financial close activities on a timely basis.', 'End to end ownership of InterCompany balances of the entity including weekly/monthly confirmations', 'Identify & resolve mismatches of balances with counterparties', 'Analyze and post monthly/quarterly recharges', 'Perform SGA analysis for true-up/down', 'Ensure all invoices are timely settled', 'Responsible for review & posting of Manual Journal Entry (JEs) in system post approval from Country Finance Team.', 'Finalization of monthly and quarterly reporting', 'Complying with Sarbanes Oxley Standards', 'Liaising with internal and external auditors', 'Ensure the internal finance controls, procedures in place and in compliance with company policies', 'Preparing and updating process documentation and to keep up to date all the time', 'Liaising with auditors (Internal and external) and responding to their queries', 'Resolve queries within defined timelines', 'Review and support Officers in Accounting & Reporting activities', 'Provide reports and run queries to assist Finance Team (Controller’s Group) in period end closing process', 'Identify ideas for process improvement utilizing industry leading practices', 'Handle exceptions generated, perform root cause analysis to resolve current issues and act proactively to avert potential issues in future', 'Provide all information, documents, and reports for audit. Post the audit; take steps as per corrective action plan drafted by the Team Leader.', 'File and archive relevant documents', '3 - 5 years of work experience in a similar role', 'Experience in Agribusiness/Commodity trading industry preferred', 'Minimum Education Qualification – B. Com, MBA Finance will be preferred', 'Good knowledge of concepts and procedures related to General Ledger, Mark to Market, Options, Futures, Intercompany activities', 'Ability to provide high quality level of customer service for General Ledger and Intercompany activities', 'Ability to work independently, efficiently and deliver high quality output under time pressure', 'Independent and meticulous with figures', 'Strong communication & Interpersonal skills to work effectively with internal/external teams across the Globe.', 'Strong problem solving & organization skills', 'Develop knowledge of the business, Accounting systems, Reconciliation policy, Finance Control standards and Quality Framework and ensure compliance with these', 'Experience in managing people and processes through a sustained period of change', 'Excellent computer skills and competency in Microsoft Office (Word, PowerPoint, Excel, Outlook)', 'Experience in ERP/ Accounting systems (SAP) and Reporting tool (OneStream) will be added advantage', 'Strong Team Player', 'Experience working in a similar Shared Services Centre setup a distinct advantage', 'Experience in processing of high volumes of transactions', 'Experience in SAP, workflow tools and document imaging systems', 'Flexibility to work in different time zones']",Accounting SoftwareAddBalance Sheet ReviewAddDocument ImagingAddFuturesAddImaging ScienceAddInfor Enterprise Resource Planning (ERP)AddOneStreamAddProblem SolvingAddReporting ToolAddStatutory Accounting Principles (SAP)Add
MTS Silicon Design Engineer,AMD,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","25,100 on LinkedIn",42 applicants,"Semiconductors 10,001+ employees 25,100 on LinkedIn",Full-time · Mid-Senior level,"['Collaborate with architects, hardware engineers, and firmware engineers to understand the new features to be verified', 'Develop and execute pre-silicon verification test plans for DFT features of the next gen Zen architecture based Server SoC.', 'Develop directed and random verification tests to fully validate the DFT functionality.', 'Verify DFT design blocks and subsystems (such as JTAG, MBIST, high speed IO PHY, Scan, Security, Fuse, Clocks, Resets, etc) using complex SV or C++ verification environments. Construct SystemVerilog and/or C/C++ models and test sequence libraries for simulation.', 'Build test bench components including Agents, Monitors and Scoreboards for DUT. Compose tests, assertions, checkers, validation vectors and coverage bins to ensure verification completeness.', 'Debug regression test failures to expose specification and implementation issues. Identify and address areas of concern to meet design quality objectives.', 'Develop high coverage and cost effective test patterns, and take part in ATE bring-up.', 'Post silicon ATE and System level debug support of the test patterns delivered. Optimize the test patterns to improve the test quality and reduce test costs.', 'Minimum 5 years of experience in DFT feature verification (such as JTAG, MBIST, SCAN, fuse, IO-PHY loopback testing)', 'Strong background in Verilog, SystemVerilog (SV), SVA, UVM verification methodologies and C++', 'Strong debug skills and experience with debug tools such as Verdi.', 'Experience with EDA simulation tools like Synopsys VCS, Cadence NCSIM, Verdi', 'Experience with scripting languages like Tcl/Perl/Ruby/Python', 'Working knowledge of Unix/Linux OS, file version control.', 'Experience in ATE debug, Synthesis, formal/LEC, or power analysis will be a plus.', 'Strong analytical/problem solving skills and pronounced attention to details', 'Knowledge of STA Constraints for various DFT modes.', 'Excellent written and verbal communication', 'Engineering Degree in Electronics/Electrical/Computer Science.']",CommunicationAddDFTAddIOAddJoint Test Action Group (JTAG)AddPHYAdd
Sales Executive,LIFE AT WOODS,"Hyderabad, Telangana, India",On-site,51-200 employees,3 on LinkedIn,24 applicants,Government Administration 51-200 employees 3 on LinkedIn,Full-time,"['Market research to identify selling possibilities and evaluate customer needs', 'Actively seek out new sales opportunities through handling in bound queries, handling/building client relationships, and follow ups where applicable', 'Set up meetings with potential clients and listen to their wishes and concerns', 'Prepare and deliver appropriate presentations on products and services', 'Create frequent reviews and reports with sales and financial data', 'Ensure the availability of stock for sales and demonstrations', 'Participate on behalf of the company in exhibitions or conferences', 'Negotiate/close deals and handle complaints or objections', 'Collaborate with team members to achieve better results', 'Gather feedback from customers or prospects and share with internal teams', 'Proven 1 to 3 experience as a Sales Executive or relevant role', 'Proficiency in English', 'Knowledge of MS Office a plus point.', 'Hands-on experience with CRM software is a plus', 'Thorough understanding of marketing and negotiating techniques', 'Fast learner and passion for sales', 'Self-motivated with a results-driven approach', 'Aptitude in delivering attractive presentations', ""Bachelor's degree (in exceptional cases high school degree holders are also welcome, but the communication/sales has to be on point)""]",BusinessAddCommunicationAddConsultative ApproachAddCustomer Relationship Management (CRM)AddIdentifying New OpportunitiesAddNegotiationAddOral CommunicationAddSalesAddSales ProcessesAddSales TargetsAdd
Member Technical,Broadridge India,"Hyderabad, Telangana, India",On-site,"5,001-10,000 employees",793 on LinkedIn,104 applicants,"Financial Services 5,001-10,000 employees 793 on LinkedIn",Full-time,"['First respondent to any security incident', 'Take end to end Ownership to investigate any security incident which is reported.', 'Accountable for logical closure of all security incident in timely manner', 'Prepare and present incident closure reports', 'Responding to inbound security monitoring alerts, emails, and inquiries from the organization.', 'Investigate potential incidents and intrusion attempts and lead containment, eradication, recovery, and lessons learned.', 'Analyze and correlate incident data to develop a preliminary root cause and corresponding remediation strategy', 'Monitor and respond to security events as part of the 24X7 SIRT. Working collaboratively in a ‘follow the sun’ team model.', 'Create and maintain well documented and tested security incident management standard operating procedures and run books aligning with industry standard methodologies.', 'Develop and maintain strong business and technology relationships, becoming a trusted partner through routine verbal communications and hosting meetings.', 'Coordinate containment, response, and recovery efforts in accordance with documented procedures', 'Provide periodic progress report and updates to management for ongoing security incidents', 'Bachelor or higher degree in Computer Science, Computer Engineering, similar discipline or demonstrated experience in a similar role.', 'Excellent analytical skills, and ability to work with the global team.', 'Experience in Security incident investigation and management', 'Experience working with AWS and cloud is an added advantage', 'Experience with Linux/Unix operating systems and troubleshooting is an added advanteage', 'Understanding of security technologies: IPS, WAF, NAC, Proxy, Firewall, Anti-virus etc.', 'Knowledge of networking (TCP/IP, topology, and security), operating systems (Windows/Linux), and web technologies (Internet security).', 'Understanding of industry best practices, strategies, frameworks and regulations such as International Standards Organization (ISO) 2700x, NIST Cybersecurity Framework, Payment Card Industry Data Security Standard (PCI DSS), Sarbanes-Oxley (SOX).', 'Experience with and ability to document processes, systems and controls.', 'Ability to identify gaps in existing processes, systems and controls and work on those identified gaps to rectify the same', 'Understanding of networking concepts and protocols (such as DNS, Open DNS, DHCP, SMTP, FTP, SSL, HTTP etc.)', 'Excellent Communication Skills: oral and written English language skills are essential', 'Excellent problem-solving skills', 'Excellent stakeholder management skills', 'Strong critical thinking and analytical skills and ability to think “out of the box” required', 'Ability to work independently or with a team, under minimum supervision', 'Willingness to work night shift.']",Analytical SkillsAddCommunicationAddCritical ThinkingAddEnglishAddIncident InvestigationAddLanguage SkillsAddLogicsAddProblem SolvingAddRoot CauseAddSoft SkillsAdd
Process Associate,Clariant,Mumbai Metropolitan Region,Hybrid,"10,001+ employees","9,269 on LinkedIn",92 applicants,"Chemicals 10,001+ employees 9,269 on LinkedIn",Full-time · Entry level,"['Receive, investigate and register/ post incoming invoices with or without a purchase order', 'Verification of incoming invoices in a timely and accurate manner', 'Ensure timely processing of the invoices and thus timely payments', 'Invoice clarification including interaction with purchasers, requisitions and/ or vendors', 'Perform other duties as requested by Accounts Payable Team Lead', 'Recognize and communicate potential issues to responsible team leader in case of necessity', 'Contributes ideas and actions towards the continuous improvement of processes within area of influence', 'Understand and apply procure to pay processes, policies, procedures and internal control standards', 'Maintain positive work relationships with members of other teams in the FSSC to whom information is provided or from whom information is received', 'Interface with other SSC teams to ensure compliance with cross-team responsibilities', 'Graduate in Commerce', 'Desirable: Business education', 'Accounting education is a plus; desirable: degree in accounting', 'Essential: 1-2 years experience in accounting', 'Basic Accounting Experience', 'SAP FI accounting experience, ideally in Accounts Payable', 'Desirable: BPO Experience or shared services experience', 'Working experience within a shared services center/BPO', 'Timeliness', 'A strong will to deliver excellent quality/ service and continuously improve technical/ functional skills and efficiency', 'Flexible work style and ability to work under pressure', 'Flexible to work in Shift', 'Adaptable to learn new processes, concepts, and skills', 'Demonstrates the ability to work as part of a team', 'Self starter who is performance and quality oriented', 'Successfully handles most non-routine issues, escalates to team lead issues that cannot be resolved', 'Requires minimal supervision to manage daily activities and is able to meet published deadlines for activities', 'Be part of an amazing international team, who will be there to support you.', 'A forward-looking company, with a culture of innovation and a strong portfolio in sustainable technologies.', 'Long term opportunities for growth.', 'Learn more about Clariant', 'Visit our LinkedIn page Dig/IT/al Careers at Clariant', 'Follow us on Facebook , Twitter and LinkedIn', 'Our commitment to people - download our Employment Standards Brochure']",Accounting EducationAddAccounts PayableAddBasic AccountingAddBusiness Process Outsourcing (BPO)AddCommerceAddProcure-to-PayAddPurchase OrdersAddSAP FIAddShared ServicesAddStatutory Accounting Principles (SAP)Add
"General Engineer, Catalysts","Clean Hydrogen Technologies, Corp, USA","Nashik, Maharashtra, India",On-site,11-50 employees,6 on LinkedIn,193 applicants,Renewables & Environment 11-50 employees 6 on LinkedIn,Full-time,"['Master, or PhD in chemical or chemical engineering', 'Min 2 years experience with materials, catalysis, reactor operation, and catalyst preparation', 'Background in operating reactors', 'Prior hydrogen gas handling expertise is desirable', 'Excellent spoken and written English', 'Keen attention to detail with precision', 'A team player willing to work in a small team', 'catalyst making, operating the reactor, directing fabrication and quality control during the fabrication.', 'day-to-day operations of the pilot plant,', 'optimising processes, troubleshoot, and root cause analysis (RCA).', 'the reporting and implementation of rectifications and process improvement.', 'maintaining records and processing and analysing data.', 'analysing trends and creating reports from process data history.', 'be willing to work across a broad range of activities to support team goals.', 'contribute to a positive culture of collaborative experimentation and innovation.', 'be a team player with compassionate consideration towards all colleagues', 'maintain a calm and constructive attitude in all situations', 'be willing (and able) to travel and relocate in India and perhaps abroad.']",Chemical EngineeringAddEngineeringAddEngineering SupportAddHydrogenAddManufacturing ProcessesAddQuality ControlAddReactorAdd
Senior Embedded Software Engineer,Criador Labs,"Bangalore Urban, Karnataka, India",On-site,11-50 employees,13 on LinkedIn,51 applicants,Design 11-50 employees 13 on LinkedIn,Full-time,"['Develop device drivers, APIs, and applications as per the requirement.', 'Design, build and maintain efficient, reusable, and reliable C code', 'Implement test cases for the applications', 'Identify bottlenecks and bugs, and devise solutions to these problems', 'Maintain proper documentation of performed tasks as per company standards', 'Lead a team of junior developers and interns and get the work done', 'Exhibit high leadership skills to own the work and complete on-time', 'Strong self-learning skills to be able to work on entirely new technologies', 'Strong proficiency in C, with fairly complete knowledge of the language specification', 'Thorough knowledge of the standard library as specified by ISO, IEC, and ANSI', 'Good understanding of memory management in non-garbage collected environments', 'Familiarity with embedded systems design and low-level hardware interactions', 'Knowledge of component data sheets and specifications', 'Familiarity with language and debugging tools, such as Eclipsed based, Keil, etc', 'Knowledge of microcontrollers and their operation is a must.', 'Proficient understanding of code versioning tools {{such as Git, SVN, and Mercurial}}', 'Familiarity with continuous integration', 'Familiarity with HAL and nRF frameworks will be a plus', 'Familiarity in understanding the embedded system schematics to develop low-level data abstraction layers', 'Knowledge of data structures and algorithms is plus', ""Bachelor's / Master’s degree in Electronics Engineering or related field"", '3-5 years of IoT industry experience', 'Experience in medical devices is a Plus', 'Knowledge of ISO 13485, ISO 14971, and IEC 60601 is a plus']",C (Programming Language)AddData AbstractionAddEmbedded SoftwareAddEmbedded SystemsAddFirmwareAddInternet of Things (IoT)AddKeilAddLearningAddMicrocontrollersAddResearch and Development (R&D)Add
