Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Associate Sales,AccioJob,"Gurugram, Haryana, India",On-site,51-200 employees,907 on LinkedIn,25 applicants,E-learning 51-200 employees 907 on LinkedIn,Full-time,"['About usWe are a fast-paced start-up run by IIT Delhi Alumni and funded by Y Combinator. We train students for Data Structures and Algorithms, Full Stack Web Development in an online 6-month coding bootcamp where students pay us the course fees after we get them placed above 5 LPA. Our students are currently working at Amazon, Visa, ThoughtWorks, BharatPe, and many more top tech companies.']",Account ManagementAddAttention to DetailAddBusiness DevelopmentAddEdtechAddEmployee BenefitsAddFull-Stack DevelopmentAddKey Account ManagementAddRelationship BuildingAddSalesAddSales StrategyAdd
Relationship Manager,Nippon India Mutual Fund,"Vadodara, Gujarat, India",On-site,"501-1,000 employees","1,549 on LinkedIn",81 applicants,"Financial Services 501-1,000 employees 1,549 on LinkedIn",Full-time · Associate,"['The position is responsible for ensuring effective and smooth relationship with distributors and IFA’s in the region for growth in business.Key Responsibilities:Ensure effective and smooth relationship with distributors and IFA in the region for growth in business.Responsible for achieving Sales Targets, Sales patterns in the market.Market & industry analysis.Generating & increasing sales.Developing IFA & distribution network.Selection & motivation of IFA/distributors.QualificationsMBA with minimum 1-7years of work experience.NISM certification compulsory.Exposure to M.F industry is essential.']",Analytical SkillsAddBusinessAddBusiness-to-Business (B2B)AddDistribution NetworkAddIndustry AnalysisAddPatternAddSalesAddSales GrowthAdd
3D Modeling Team Leader Animation Studio,CEDGE Productions,"Panchkula, Haryana, India",On-site,11-50 employees,15 on LinkedIn,5 applicants,Animation 11-50 employees 15 on LinkedIn,Full-time,"['', '', '']",3D ModelingAddBlenderAddEasily AdaptableAddLeadershipAddModelingAddProduction PipelineAddRiggingAddTeam DevelopmentAddTeam LeadershipAddTraining & DevelopmentAdd
Operations Manager,CoFynd,"Gurugram, Haryana, India",On-site,11-50 employees,37 on LinkedIn,Over 200 applicants,Information Technology & Services 11-50 employees 37 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '']",Client OnboardingAddCoworkingAddHospitality ServiceAddIT OperationsAddOperating SystemsAddOperational PlanningAddOperations ManagementAddSales OperationsAddStrategic PartnershipsAddStrategic PlanningAdd
SERVICE DESK,Zensar Technologies,"Pune, Maharashtra, India",On-site,"5,001-10,000 employees","12,911 on LinkedIn",123 applicants,"Information Technology & Services 5,001-10,000 employees 12,911 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Customer SatisfactionAddDesktop ComputersAddIncident ManagementAddMicrosoft Endpoint Configuration ManagerAddProblem ManagementAddProblem SolvingAddService DeskAddSystem Center Operations Manager (SCOM)AddTechnical SupportAddWindows 10Add
Technical Sales Associate,Okeanos® | Made From Stone™,"Mumbai, Maharashtra, India",Hybrid,51-200 employees,70 on LinkedIn,46 applicants,Nanotechnology 51-200 employees 70 on LinkedIn,Full-time,"['Traveling to customer locations, understanding technical challenges, and providing applicable solutions.', ""Know and understand all products' availability, use, benefits, and pricing structure."", 'Provide input in contractual agreements for products and services.', 'Promote Okeanos’ products and services by attending tradeshows and prospecting for new customers. ·', 'Prepare and deliver samples and/or quotations to customers, while providing technical expertise to turn the quote into a sale.', 'Consult with customers and provide technical expertise and recommendations based on the required applications.', 'Assist in conducting market analysis and presenting findings to Technical Sales Director and MEA Region Manager to develop and enhance the product offerings.', 'Partner with the marketing team to contribute information towards the marketing strategy by monitoring competitive products and reactions from the industry.', 'Working with the Technical Sales Director to meet and exceed sales targets for new business in assigned territory(s).', 'Utilizing corporate resources and initiating the sales process build and nurture new accounts as well as prospect and build new relationships.', 'Define R&D & Product Development strategy; identify and develop products (including formulations) for new markets.', 'Oversee product testing to ensure that all products meet quality, regulatory, and customer requirements. ·', 'Participation in new and changed product development, formulation, and specification of these products and plant trials.', 'Provide Engineering and Technical support across the business - Operations, Procurement, Finance, Marketing, and Commercial', 'Represent the company on trade and technical bodies, both nationally and internationally', 'Maintains client and company confidence by keeping information confidential and secure.', 'Liaise with customers, commercial, and marketing to establish and maintain Product and Technology Roadmaps.', ""Bachelor's and/or Master's Degree in Engineering or a technical field."", 'Experience: 3-5 years in a technical sales position', 'Language: English (Native or B2) and the main regional language.', 'Relevant experience in the plastic industry, including all transformation processes, and its synergy using mineral fillers and other special additives.', 'Advanced knowledge of plastics, polymers, or composites', 'Strong technical ability.', 'Proficient in utilizing various sales techniques.', 'CaCo3 technical processes will be a plus.', 'Excellent verbal and written communication', 'Active listening', 'Time management', 'Project-oriented.', 'Attention to detail.', 'Excellent in critical thinking', 'Professional and proactive work ethic.', 'Excellent interpersonal, written, and oral communication skills.', 'Competency in Microsoft applications including Word, Excel, and Outlook.', 'Ability to go into customers’ locations and identify technical challenges and inefficiencies.', 'Ability to provide solution-based selling to customers.', 'Work independently as well as cohesively with employees and managers as part of a team.', 'Excellent problem-solving and conflict-resolution skills to resolve conflicts and problems.', 'Excellent interpersonal skills to maintain an excellent rapport with customers and coworkers.', 'Detail-oriented and excellent organizational and multitasking skills.', 'Ability to work efficiently and effectively under pressure with simultaneous deadlines.', 'Ability to think on your feet, assessing and planning troubleshooting strategies.', 'A self-starter with a strong ability to motivate others.', 'Ability to travel as required.', 'Excellent negotiation skills.']",Analytical SkillsAddBusiness GrowthAddBusiness Relationship ManagementAddClient RelationsAddCustomer Relationship Management (CRM)AddMicrosoft OfficeAddOperationsAddSalesAddSales ProcessesAddTechnical SalesAdd
SR Executive Accounts,BHOIR DREDGING CO PVT LTD,Mumbai Metropolitan Region,On-site,51-200 employees,17 on LinkedIn,121 applicants,Machinery 51-200 employees 17 on LinkedIn,Full-time,"[""roviding sound financial support and presentation of financial resultsManaging and overseeing the cash flow of the CompanyManaging Internal and External auditor relationshipWorking on Monthly product costing and the Company's overheads and marketing cost ratio to saleManaging Internal Auditing and Scrutiny along with CA and legal consultants.Handling Taxation, GST/TDS/ Scrutiny along with CA and legal consultants.Managing funding/loan related process.A strong and professional customer service attitudeAbility to be resilient and proactive when dealing with stressful situationsExtremely Focused with professional approach towards work, situations and people.""]",AssessmentAddGoods and Services Tax (GST)AddIndirect PurchasingAddTaxationAdd
Relationship Manager,Tipsons Group,"Ahmedabad, Gujarat, India",On-site,51-200 employees,124 on LinkedIn,47 applicants,Financial Services 51-200 employees 124 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '']",BrokeringAddBusinessAddEnglishAddHindiAddInvestment AdvisoryAddMutual FundsAddRelationship BuildingAdd
Talent Acquisition Specialist (Cyber Security & IT Infra),Black Box,"Navi Mumbai, Maharashtra, India",On-site,"1,001-5,000 employees","4,752 on LinkedIn",Over 200 applicants,"Information Technology & Services 1,001-5,000 employees 4,752 on LinkedIn",Full-time · Associate,"['Summary:·Coordinate with respective functional heads/hiring managers to define position requirements, job specifications, interview processes and plan hiring in accordance to the priorities set by the management.·Implement creative sourcing strategies to source best in class talent.·Harness creative marketing/branding strategies and campaigns to attract top talent from the industry']",Global Talent AcquisitionAddIT ServicesAddPress ReleasesAddRecruitingAddRecruitment ManagementAddResearchAddSocial MediaAdd
Apply for Vice President - Operations,Droom,"Delhi, Delhi, India",On-site,201-500 employees,339 on LinkedIn,7 applicants,Computer Software 201-500 employees 339 on LinkedIn,Full-time · Executive,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CatalogueAddCustomer SatisfactionAddHigh PressureAddNegotiationAddOperations ManagementAddPresentationsAddService DeliveryAddSkilled Multi-taskerAddStrategic ThinkingAddSupply Chain ManagementAdd
Manager - Projects,Cognizant,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","315,222 on LinkedIn",53 applicants,"Information Technology & Services 10,001+ employees 315,222 on LinkedIn",Full-time · Entry level,"['Bring knowledge and understand trends, business/technology best practices, needs and guide/advise existing engagements/give inputs to planning process across people, process, technology and data solutions/recommendations in a particular functional area (domain/technology/product/ infrastructure).', 'Identify pain areas, opportunities and potential solution offerings by industry/domain with business impact.', 'contribute to new solution development, develop transformation tools and templates, productivity enhancement solutions/product ideation.', 'Lead new solution offerings development by identifying/defining use cases, writing process blueprints and walkthroughs & collaborate with technology partners/support architects for offering development.', 'Define and communicate business/technology solutions in language meaningful to stakeholders in the engagement, such as CBA, ROI, and IRR.', 'Active involvement and ownership of Requirements and Solution Design Phase of delivery engagements, creating the business blueprint, (too heavy.', 'it should be a supporting role) identifying gaps and recommending development/process changes, system configuration design, creation of test scenarios, migration plans.', 'Provide engagement oversight in areas of specialization as and when called upon.', 'Monitor AVM SLAs , address ticket resolution escalations, and drive bestinclass process adaptation.', 'Client Expectation Management Deliver and measure value pre, during, & post delivery engagements.', 'Ensure client satisfaction.', 'Help customers execute organizational change programs.', 'Develop quality deliverables with focus on qualitative and quantitative business case, value props, roadmap, ROI analysis etc.', 'Contribute to Account Mining & Penetration efforts with active participation in customer planning process including strategic planning phase vs execution phase.', 'Drive RFP Response & Improving Quality of Response (more business value focused), structures solutions in terms of scoping, effort.', 'Work with SME groups across domains/products to provide a complete end to end solution, including estimates and definition of critical factors, assumptions, and risks.', 'Contribute to transformational and consulting deals vs staff aug.', 'Drive oral presentations to the customers in area of domain/product expertise.', 'Proactively develop relationships with functional owners.', ""Navigate client's organization to identify the right sponsors for a given solution."", ""Support alignment with third party vendor in an engagement wherever applicable (don't think this should appear here)."", 'Support Expectation Management, Client Satisfaction Management, and Risk Management.', 'Deliver and measure value pre, during, and post engagement and communicate to stakeholders.', 'Bring working knowledge of customer business domain and/or product within a specific industry vertical/domain.', 'Conduct secondary research on domain/industry specific solutions.', 'Bring an understanding of competitive landscape.', 'Identify key trends and forecasts in the given area of domain/industry.', 'Prepare collateral, publications, technology papers etc for distribution.', 'Work with account teams to develop and deliver new logos.', 'Work on opportunity identification, prioritization and input to the qualification process.', 'Contribute to GTM activities with partners, vendors, industry analysts etc through active mindshare gain Webinars, White papers, speaking events etc.', 'Contribute TL, Design, PoV, tools, templates, case studies etc artifacts into the knowledge management repository.', 'Ensure all engagement artifacts are stored on knowledge repositories.', 'Conduct quality review of KM artifacts prior to posting.', 'Active participation in recruitment activities identify and hire.', 'Coaching & Mentoring junior talent.', 'Conducting midyear and YEA feedback sessions.', 'Goal and expectation setting for new and existing resources.', 'Motivate through rewards and recognition, organize team events/initiatives.', 'Conduct Engagement Performance Reviews.', 'Demonstrate understanding and skillful handling of people issues.', 'Identify skill gaps and create training courses around domain/product areas.', 'Work with the Academy to plan the training calendar.', 'Oracle Cloud ERP']",Customer SatisfactionAddEnterprise Solution DesignAddOpportunity IdentificationAddPresentationsAddSecondary ResearchAddService-Level Agreements (SLA)AddSystem ConfigurationAddTechnical Solution DesignAddTest ScenariosAddTraining CoursesAdd
General Manager QC,AUROBINDO PHARMA LTD,"Andhra Pradesh, India",On-site,"10,001+ employees","6,621 on LinkedIn",Over 200 applicants,"Pharmaceuticals 10,001+ employees 6,621 on LinkedIn",Full-time · Mid-Senior level,"['Educational Qualification : M.Sc. Analytical/Organic Chemistry or PhD', 'Experience Required : 20+ yrs of experience', 'Prior experience in LIMS is preferred', 'Zero day preparation and readiness for the regulatory and customer audits', 'Develop laboratory capability and capacity to meet organizational long & short term quality and regulatory requirements', 'Develop, implement and maintain laboratory strategy to meet customer requirements by ensuring the regulatory compliance.', 'Optimization of lab resources to meet organization requirements for in time analyse & release with compliance', 'Zero incidents and accidents with respect to EHS in the laboratory', 'Co-ordination with all allied departments for smooth functioning of the department', 'Handling of market complaints / clarifications to satisfy the customers', 'Optimum utilization of the resources to run the department in a conservative manner with out compromising the regulatory compliance requirements', 'Maintenance and up-gradation of laboratories to meet the current GLP and GMP standards', 'Audit handling and compliance to meet the organizational goals', 'Lead all talent processes – recruitment and selection, Performance management, capability building, for the operations function as per the organizational HR processes and policies', 'Coach and build talent within the team to ensure smooth and effective succession', 'Set direction, objectives and accountability clearly within the team to ensure that the function delivers as per expectations']",Analytical SkillsAddAuditingAddGood Laboratory Practice (GLP)AddGood Manufacturing Practice (GMP)AddRegulatory RequirementsAdd
Luxury Customer Marketing Executive,DIAGEO India,"Mumbai, Maharashtra, India",On-site,"1,001-5,000 employees","2,853 on LinkedIn",132 applicants,"Consumer Goods 1,001-5,000 employees 2,853 on LinkedIn",Full-time · Mid-Senior level,"['To enable local sales teams to drive off takes through our Luxury category (JW Red Label & above) by appropriate BTL & TTL activities and 3rd Space Activations', 'To enable local sales teams to drive off takes through our Innovation category (new launches) by appropriate BTL & TTL activities.', 'Both the above categories are driven through Key Accounts, Premium-on-Premise channels and 3rd Space events – the incumbent will need to work very closely across channels and ensure category growth.', 'Needs to understand the ROI behind every activation and control, manage budgets in line with off takes and conversions.', 'Would need to have excellent stakeholder management and work closely with ASMs, TLs and KAMs to ensure on-ground follow through of activations.', 'Self-motivated and proactive individual who can work un-monitored and under constant pressure of Numbers Achievement.']",ActivationsAddBelow the Line AdvertisingAddClient RapportAddCustomer MarketingAddData ConversionAddHospitalityAddLead QualificationAddLuxuryAddStakeholder ManagementAddTransport Layer Security (TLS)Add
Marketing Manager - Diabetes Care,Bayer,"Thane, Maharashtra, India",Full-time · Mid-Senior level,"10,001+ employees","90,932 on LinkedIn",119 applicants,"Chemicals 10,001+ employees 90,932 on LinkedIn",Full-time · Mid-Senior level,"['Achieve marketing & sales objectives for the brand/s in Diabetes care portfolio', 'Design marketing strategies as per Bayer Marketing Excellence framework to achieve desired market share and growth', 'Develop and implement annual brand plan and oversee the execution with periodic monitoring of KPIs', 'Develop Thought Leaders for the diabetes portfolio, to ensure propagation of the communication objectives and increase awareness amongst other Health Care Professionals. Meet and develop important customers and members of trade channel', 'Actively drive engagement with the sales team. Conduct cycle meets to roll out brand strategies and plans to implement', 'Plan promotional and communication inputs (as per defined planning cycles) and ensure adequate brand support in terms of brand services and training to the field', 'Plan new strategies / life cycle management through periodic review of brand / market environment', 'Timely utilization, analysis and controlling P&I cost for assigned portfolio', 'Analyze market data from various sources for monitoring of market shares & continuous tracking and analysis of competitor activities including new product launches', 'Analyze & Initiate the need for Market Research, apply the findings to support the newer strategies to achieve goals', 'Science/ Pharmacy graduate with a Management degree and having at least 8 years of relevant experience in Pharma marketing', 'Experience of managing big brands (Experience in managing Diabetes brands would be added advantage)', 'Excellent presentation and communication skills. Ability to develop strong Thought leader connect', 'Knowledge of market and competitive scenario', 'Strong analytical abilities and creative mindset', 'Team Management experience', 'Deep interest in attracting the best talent and developing them', 'Shows a strong understanding of the business environment, and understands factors, trends and issues which influence the company’s business performance', 'Proven ability to foresee the trends, its possibilities and able to translate them into winning strategies', '022-25311234']",MarketingBrand StrategyAddDiabetesAddDiabetes CareAddKey Performance IndicatorsAddMarket AnalysisAddP&IAddPharmaceutical MarketingAddPharmaceuticalsAddPresentationsAdd
Senior Java Software Engineer,Capgemini Engineering,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","47,551 on LinkedIn",185 applicants,"Information Technology & Services 10,001+ employees 47,551 on LinkedIn",Full-time · Mid-Senior level,"['Good knowledge in Java 10,11 with minimum 4 to 6 yrs of working experience', 'Reactive Technology is must: Spring 5/ Spring Boot', 'Experience in Microservices Architecture (REST services) is mandatory', '', '', '', '', '', '', '', '', '', '', '', '', '']",Apache KafkaAddDesign PatternsAddIntelliJ IDEAAddJakarta PersistenceAddJavaAddMavenAddMicroservicesAddSonarAddSpring BootAddSpring SecurityAdd
Operations Technician,EY,"Bengaluru, Karnataka, India",Full-time · Mid-Senior level,"10,001+ employees","360,229 on LinkedIn",45 applicants,"Information Technology & Services 10,001+ employees 360,229 on LinkedIn",Full-time · Mid-Senior level,"['Acting as an experienced practitioner across all aspects of HAM including processes, organization, tools, data, governance', 'Designing and documenting processes, policies, standards, and process requirements', 'Performing Hardware Asset demand assessment against demand with identifying gaps/risks and optimization opportunities', 'Defining practice governance structure and required reports/dashboards', 'Working closely with tools teams (e.g., ServiceNow) to implement processes, controls, dashboard', 'Providing trusted advice on how ITAM transformation and technology enablement can lead to improved performance, reduce risks, and optimize investments', 'Ensure the SOW’s and BRET’s for Vendors are in place', 'Finalize high level requirements to carry out Demand Assessment against demand requests', 'Coordinate demand assessment meetings with Service Line Managers, HR , BRM, OSTS', 'Create demand management performance reports / Metrics to OSTS leadership and identify improvements', 'Provide Inputs to define OLA’s and SLA’s for IT Asset Demand Management', 'Demand Identification and Purchase', 'Finalize the quantity of IT hardware assets for procurement, obtain approvals', 'Manage the PR to delivery of asset purchases', 'Prepare and maintain a month-wise demand vs supply report (IT asset reconciliation) for the next 6 months period, using the pre-defined template', 'Report shall be refreshed every month or ad-hoc, when there is any significant hiring surge from service lines/ functions', 'Purchase to be initiated in advance considering the delivery timeline taken by the vendors, custom clearance and internal processing', 'Key levers, risk/ issues to be identified from the monthly reconciliation and should be informed/escalated to respective functions for timely support and appropriate action to timely taken', 'GDS operations enablement and location leaders should also be informed / consulted for key risk/ issues mitigation', 'Supply against allocation', 'Monitor the Hardware Asset stock status in view of joiners with confirmed date of joining and ensure no stock pressure at least for the next 4-6 weeks', 'Ensure Supply against demand is on track and no stock room has shortage', 'Ensure all requirements have been channelised for delivery through internal teams to vendors', 'Dashboard to be prepared based on the pre-defined template', 'Key levers, risk/ issues to be identified from the dashboard and should be informed/escalated to respective functions for timely support', 'GDS operations enablement and location leaders should also be informed / consulted for key risk/ issues mitigation', 'Key output parameters and criteria for the process to be success', 'Monthly/ad-hoc demand vs supply report', 'Weekly stock allocation status (for laptops)', 'Notification to talent and service line operations on plan variance', 'Risk identified (if any) and recommended mitigation steps', 'At least 7 years of IT- HAM demand management experience as a practitioner', 'Sound experience of working and collaboration with cross functions to deliver result.', 'Ability to design enablers (policies, standards, process, controls, governance, tool requirements) that satisfy GDS India requirements', 'Ability/experience to perform assessment of current state, define target state and prepare roadmap to achieve the target state', 'Good understanding of ITAM tool, like ServiceNow', 'Ability to learn quickly and work independently', ""Bachelor's degree, preferably in Information Systems Management, Engineering or similar discipline"", 'Experience working in a large cross-functional team environment', 'Experience in Service Now ITSM and ITAM modules', 'Experience in demand and supply management of end user’s hardware products', 'Experience of IT assets life cycle dealing with procurement/Finance/Facility/Customs/SEZ', 'The confidence to build lasting relationships and influence senior colleagues and clients from a wide range of backgrounds', 'Excellent communication & interpersonal skills', 'Experience in MS Excel-data management, pivot reporting, analytics', 'Advanced skills in Microsoft Office (Macros, Excel and PowerPoint)', 'Proficient knowledge in regard to business intelligence tools (e.g. Tableau, power BI)', 'Analytical skills and strong organizational abilities', 'Support, coaching and feedback from some of the most engaging colleagues around', 'Opportunities to develop new skills and progress your career', 'The freedom and flexibility to handle your role in a way that’s right for you']",Demand ManagementAddGDSAddIT Asset ManagementAdd
Content Technical Specialist,Thomson Reuters,"Hyderabad, Telangana, India",On-site,"10,001+ employees","30,538 on LinkedIn",42 applicants,"Computer Software 10,001+ employees 30,538 on LinkedIn",Full-time · Associate,"['Manages, leads or participates in departmental or cross functional project teams for the purpose of effective product life cycle management including but not limited to new product development, current product enhancements and product retirement', 'Manages, leads or participates in ongoing as well as ad hoc process improvement and optimization initiatives', 'Acts as an informational resources internally as well as externally for the purpose of providing expertise as well as summary reporting', 'Strong understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.', 'Proven experience of using beautiful soup libraries in python.', 'Create python scripts for content acquisition using beautiful soup, PyCharm libraries.', 'Basic understanding of Networking, Proxy Servers, NAT', 'Technical Support Requirements:', 'Degree in Computer Science or Information Technology.', 'Working knowledge of Windows, Linux Operating systems.', 'Prior experience in Line of Business applications Technical Support.', 'Attention to detail and good problem-solving skills.', 'Excellent interpersonal and analytical skills. Good written and verbal communication.']",Business ApplicationsAddCascading Style Sheets (CSS)AddCommunicationAddComputer ScienceAddProblem SolvingAddProxyAddTechnical SupportAdd
Citrix Administrator,Tata Consultancy Services,"Delhi, India",Hybrid,"10,001+ employees","551,901 on LinkedIn",64 applicants,"Information Technology & Services 10,001+ employees 551,901 on LinkedIn",Full-time · Associate,"['', '', '', '']",CCPAddConsultingAddESXiAddManagementAddWindowsAddWindows ServerAdd
"Assistant Manager, Technical Client Solutions",FactSet,"Hyderabad, Telangana, India",Full-time · Mid-Senior level,"10,001+ employees","12,248 on LinkedIn",23 applicants,"Financial Services 10,001+ employees 12,248 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddProblem SolvingAddQuery LanguagesAddQuery WritingAdd
Sr. Software Engineer,OpenText,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","18,493 on LinkedIn",46 applicants,"Computer Software 10,001+ employees 18,493 on LinkedIn",Full-time · Mid-Senior level,"['Individual contributor owning/participating in one or more modules.', 'Research on new technologies and be able to quickly adapt and implement those.', 'Work on integrations with third party libraries and frameworks.', 'Design & implement scalable products.', 'Ensure compliance with established architecture, design patterns, policies, standards, and best practices.', 'Understand/apply reusable code design, leverage application architecture/framework capabilities and functionality, and develop solutions that are highly reliable, scalable, and perform to meet business-defined service levels.', 'Conduct code reviews and ensuring quality solutions are built and tested', 'Expertise in core and advanced Java', 'Hands on with JDBC and Relational Databases – MS SQL Server, MySQL', 'Multithreaded programming', 'Deep experience in design and development of RESTful webservices', 'Software Product engineering mindset. Configuration, tracking, scale, performance, monitoring, multi-tenancy to be top of mind during development', 'Deep understanding of spring framework – Spring integration/bean, Bootstrap, MVC', 'Good understanding of Enterprise Integration Patterns', 'Good Understanding of Message Brokers, queue etc.', 'Good knowledge and exposure to develop and support HA & Scalability in systems.', 'Well versed with Gradle / Maven', 'Communication Protocol development experience (HTTP, FTP, SFTP, JMS, AS2)', 'Eclipse/NetBeans IDE and plugins for code quality', 'Hands on with Unit testing frameworks (along with mock framework)', 'With overall 5+ years of experience in Java Full Stack', 'Backend services: Java, J2EE, Spring, Microservices, Hibernate, Kafka, SQL and NoSQL databases etc.', 'Frontend: JavaScript, Angular, React JS, Bootstrap, HTML5, CSS3 etc.', 'Infra and Tooling: GitHub, VSS, Jenkins, Docker, Kubernetes, ELK, etc.', 'Hands-on experience in Object oriented programming using Java', 'Strong logical thinker', 'Independent workstyle and loves getting things done', '+Good grasp of written and spoken English, proactive communicator']",FTPAddJavaAddModel-View-Controller (MVC)AddObject-Oriented Programming (OOP)AddProgrammingAddRESTful WebServicesAddRepresentational State Transfer (REST)AddSecure File Transfer Protocol (SFTP)AddStackAddWeb ServicesAdd
Plant Maintenance Supervisor,Corteva Agriscience,"Medchal, Telangana, India",On-site,"10,001+ employees","16,530 on LinkedIn",151 applicants,"Farming 10,001+ employees 16,530 on LinkedIn",Full-time,"['Maintenance Supervisor has full accountability to deliver business objectives and critical tasks as defined in Engineering and Maintenance area. Focus on equipment breakdown reduction, upkeep of plant facilities.', 'Serves as the contact point to provide service support to all departments across the site, implementation of Corteva engineering standards and plant maintenance.', 'Lead maintenance in cross functional areas like seed receiving, drying, shelling, and conditioning, bulk storage, warehouse, cold storage operations, quality testing lab and general operations for maintenance of all facilities on site – land, buildings, machinery, and equipment.', 'Responsible for the operations of cold storage, generators, HT and electrical panel rooms and LPG area. Ensure clean and safe surroundings on site as part of general maintenance. Implementation of EHS&S standards and CAMS programs in work areas.', 'Plan for preventive maintenance schedules and oversee its implementation across the facilities to improve the efficiency.', 'Responsible for Site asset optimization/utilization with uptime improvement and contribution to improved OEE (Overall Equipment Effectiveness).', 'Train the maintenance team members, who are from the area of their operation, to maintain all the facilities and equipment in the respective areas. Support the team members in execution of maintenance as and when necessary.', 'Identify and maintain the required tools for engineering and maintenance works on site. Coordinate with procurement team for spare procurement and store all spare parts for maintenance of equipment.', 'Schedule the calibration of measuring instruments/equipment and work as a calibration coordinator.', 'Assist in Capex projects implementation.', 'Work on special projects as assigned.', 'Supervise and monitor in-house engineering & maintenance works (status, completion target, manpower allocation, material procurement and delivery of materials).', 'Collaborate with all stake holders in completing the work orders/ requests approved for execution.', 'Supervision and monitoring of external contractor in the scope of work, permitting, safety requirement compliance, equipment /tools safety checks, safety orientation meeting and audits. Ensure that all external contractors on site are compliant to statutory requirements.', 'Develop the scope of works of engineering and maintenance works and technically evaluate the proposals of external contractors.', 'Review the work contracts and act as contract administrator.', 'Maintain the records of all relevant permits and regulatory compliance of the plant operations.', 'Generate and submit periodic reports to Government Departments (i.e. Self- Monitoring Reports, Waste Disposal, Emission Test Report, Readings and inspections, etc.)', 'Develop training materials and conduct effective training to maintenance personnel and operators. Provide coaching and day to day direction to maintenance personnel.', 'Provide periodic reports of engineering & maintenance activities/ output to Plant Manager and other stakeholders on a regular basis.', 'Assist the Plant Manager in identifying improvements and Engineering and Maintenance requirement of the plant', ""Identify and develop vendors for Plant Maintenance activities. Develop new vendors to ensure meet Corteva's EHS&S guidelines."", ""Bachelor's degree in Electrical (Desired) / Mechanical Engineering; 11KV electrical installations operations supervisory license required."", '3 to 5 years of experience in Engineering and Maintenance area, knowledge, and skills in a manufacturing / industrial environment (Process industry desired)', 'Thorough knowledge on automation and process control is desirable.', 'Ability to supervise and work with others as part of a team', 'Skills in electrical and mechanical maintenance', 'Experience and troubleshooting on PLC/ SCADA automation systems. PLC/ SCADA training certification is desirable.', 'Experience in Forklift maintenance.', 'Knowledge of vendors for critical spares is added advantage', 'Ability to organize and supervise labor', 'Knowledge of Statutory standards like Factories Department, CEIG, PCB requirements, etc.', 'Understanding of Weights and Measurements Act and its relevance.', 'Computer skills – data entry and database management skills. Proficient in MS-Excel, MS-Word and MS- PowerPoint.', 'Record keeping skills', 'Ability to work in fast paced environment', 'Ability to effectively communicate and interact with all levels of the organization', 'Ability to climb and/or work in elevated areas, standing/sitting for extended periods', 'Exposure to weather and environmental conditions (e.g., heat, dust, cold)', 'Physically fit to work at night to oversee night shift activities', 'Operations, Maintenance & Reliability: Ensures the needs of the plant are understood and effectively and efficiently integrated into the Site Asset reliability Strategy. Support the site operations.', 'Capital Projects: Support the Project Leader in providing on site support during dismantling, commissioning, and other various stages of the projects.', ""Knowledge of work process tools as P&ID's, Single Line Diagrams, scheduling tools, equipment specification database, SAP, etc."", 'Have a thorough understanding of the site layout and drawings to effectively drive maintenance strategy.', 'Ability to interface with existing operations for effective preventive and predictive maintenance and understand local requirements and preferences.', 'Expected to use troubleshooting abilities to evaluate complex issues and then develop effective corrective actions.', 'Able to collaborate with a broad range of departments and work groups to ensure a successful outcome is delivered (e.g. , EHS&S, Capital Projects, Drying and conditioning, Supply chain, Quality Assurance, SMEs, Operations).', 'Identifies the costs and benefits associated with opportunities. Proactive planning and organizing to avoid or minimize cost and maximize benefits.', 'Communicates ideas about future application of technologies beyond current scope.', 'Actively works to establish strong team relationships that help improve efficiency and effectiveness.', 'Listens to and considers other perspectives, needs, concerns, and input when addressing critical issues.', 'Ability to work with operations and maintenance partners to define and plan how project activities (demolition, construction, commissioning, startup) will be coordinated with ongoing plant activities (production schedules, turnarounds, maintenance, other projects).', 'General Ability to fulfill general employment expectations including regular attendance and working specified hours as defined by supervisor, getting along with others in the workplace, maintaining acceptable standards of office conduct, etc.']",Asset PlanningAddCapital ExpendituresAddCorrective ActionsAddData EntryAddDatabase AdministrationAddEquipment MaintenanceAddMechanical MaintenanceAddRelevanceAddSite LayoutAddTroubleshootingAdd
