Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Lead Control Management Officer,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","206,991 on LinkedIn",4 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Mid-Senior level,"['Lead complex initiatives designed to mitigate current and emerging risks with broad impact', 'Act as key participant in monitoring, evaluating, and measuring the impact of decisions practiced in Control Management functional area', 'Monitor moderately complex business specific programs, and provide risk management consulting to support the business in designing and implementing risk-mitigation strategies', 'Monitor, measure, evaluate, and report on the impact of decisions and controls to the relevant business group or functional area', 'Develop and implement risk monitoring and risk reporting processes and controls', 'Collaborate with relevant business group to identify current and emerging risks associated with business activities and operations, and provide guidance in developing and implementing risk-mitigating strategies', 'Lead Control Management project or virtual teams', '10+ years of Risk Management or Control Management experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education', 'Experience in Risk Management, Control Management, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education', 'Identify and assess risk and controls for DTI.', 'Complete root cause analysis, identify risk, and develop remediation plans.', 'Coordinate completion of multiple tasks and meet aggressive time frames in a geographically diverse and matrixed environment.', 'Analyze risk management processes to identify and implement areas of improvement to include documentation of enhanced standard operating procedures.', 'Create executive level reporting with aggregated and disaggregated views to provide awareness, request action, and initiate escalation across efforts to DTI and SDI leaders and risk committees.', '10+ years of Risk Management or Control Management experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education.', 'One or more certifications such as CISSP, CRISC, CISA, CISM, and CGEIT.', 'Ability to identify risk and controls and conduct root cause analysis to create remediation plans, remediation success criteria, sustainability criteria and control documentation.', 'Knowledge and experience in third party risk, BCP, SDLC, Availability Management, Configuration Management, Access Control, Segregation of Duties, Vulnerability Management, and other domains in technology and information security.', 'Working knowledge of Risk Management Framework (RMF) concepts across risk types (regulatory, financial crimes, credit, operational, etc.) and risk quantification (financial impact to organization, risk exposure levels, etc.).', 'Excellent communication skills (verbal, written and interpersonal); ability to concisely articulate complex concepts in a clear manner. Ability to translate technical language into plain business language, and to translate business requirements into technology initiatives.', 'Strong analytical skills with high attention to detail and accuracy.', 'Ability to interact with all levels of an organization.', 'Strong interpersonal, influencing and communications skills with an ability to interact effectively with stakeholders.', 'Ability to organize and manage multiple priorities. Ability to prioritize work, meet deadlines and achieve goals in a dynamic and complex environment.', 'Ability to work independently.', 'Knowledge and understanding of technology regulatory guidance and industry frameworks or standards FFIEC, NIST, ISO, COBIT, PCI, ITIL, SOX, SOC.', 'Ability to find data, analyze, organize, and identify themes in large amounts of data. Also, to create action based on data analysis and KPI/KRI metrics and build presentations.', 'Understanding of audit lifecycle and methodology.']",CommunicationPresentationsAttention to DetailAddAvailability ManagementAddBusiness RequirementsAddKey Performance IndicatorsAddMitigation StrategiesAddRoot CauseAddSegregation of DutiesAddVulnerability ManagementAdd
Real Estate Specialist,Bullmen Realty India,"Noida, Uttar Pradesh, India",On-site,201-500 employees,406 on LinkedIn,2 applicants,Real Estate 201-500 employees 406 on LinkedIn,Full-time,"[""Dear candidates!!!GreetingsWe are looking for excellent sales professionals for the mentioned job profiles,Please find below the job roles for respective openings :Experience : 1 to 10 yearsLocation :- Noida - 57Qualification :- Graduate /PostgraduateSalary : Negotiable (depends upon the interview)and ExperienceInterested candidates can share their CV's Onhr.astha@bullmenrealty.com or can call onAstha - 9871313387Freshers are also welcomeKindly carry your updated resume and please be available in formals dress for interview .Job Description :*must have excellent communication skills* pleasing personality and able to handle sales within defined guidelines .*Good PR ,Social and Networking Skills to enhance customer base .*Out of the box thinker and deliver for self and the team .*Report on sales activities to top management with a current and futuristic benchmark .*Developing sales strategies and visualising the sales targets till accomplishment.*Possibly dealing with some major customer accounts .* Track ,Collate and Interpret Sales figures and Reporting .* Calling and Fixing meetings with Clients.* Hardcore Sales Performer in Direct Sales in the assigned Territory for Generated Sales .* Market Go getter and Trend Setter.* Strong sales acumen with good sense and adaptation to organization culture.##Own Vehicle Mandatory for Client Visiting Days Rest WFO.Venue : Orchid One ,A - 5 , Bishan pura Road , Noida 2nd Floor , Bullmen realty india Pvt ltdNoida Uttar Pradesh201301Please reach out to me For any QueriesAstha Tyagi ( 9871313387)""]",CommunicationAdaptationAddBusiness NetworkingAddNegotiationAddReal Estate DevelopmentAddReal Estate TransactionsAddResidential Real EstateAddSalesAddSales AcumenAddSales StrategyAdd
Informatica Developer - Remote Job,IDESLABS PRIVATE LIMITED,India,Remote,51-200 employees,102 on LinkedIn,Over 200 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '']","CommunicationExtract, Transform, Load (ETL)DatabasesAddIDQAddInformaticaAddInformatica AdministrationAddInformatica PowerCenterAddNetezzaAddTeradataAddTeradata SQLAdd"
Job openings for branch sales officer in indore jaipur jhunjhunu,assured job,"Indore, Madhya Pradesh, India",On-site,Null,Null,Null,Human Resources,Full-time · Entry level,"['Quality acquisition of Current Account & Saving Account for Resident / Non-resident Indian by going', 'Ensure quality sourcing of new customer to sell different banking product like Demat Account, Life', 'Penetration of Fixed Deposit to existing & new customers.', 'Generate leads of customer through referral, meeting branch walk-ins customer, associates, e-mailing,', 'Ensure quality customer service is delivered.', 'Meeting productivity norms as defined through support of channels & own efforts.', 'Strictly adhere & maintain KYC norms compliance.', 'Adhere the norms, regulation & practices of banks religiously.']",Cold CallingAddCustomer SatisfactionAddCustomer ServiceAddDematAddDirect SalesAddLead GenerationAddSalesAddSales & MarketingAddSales OperationsAddSales StrategyAdd
Technical Recruiter for US RPO Process - Night Shift,TiliconVeli Tech Park,"Tirunelveli, Tamil Nadu, India",On-site,51-200 employees,55 on LinkedIn,17 applicants,Information Technology & Services 51-200 employees 55 on LinkedIn,Full-time · Mid-Senior level,"['We are looking for Senior Technical Recruiters to join our RPO team -Technical Recruiter responsibilities include sourcing, screening and providing a shortlist of qualified candidates for various technical roles. You will also network with potential candidates to promote our employer brand, to ensure that we attract the best professionals.Write and post technical job descriptionsSource potential candidates on job-boards and niche platformsPerform pre-screening calls to analyze applicants’ abilitiesDraft and send personalized recruiting emails with current job openings to passive candidatesIn-charge of vetting and verification processCo-ordinate with clients and candidates to run the interview processTake care of Documentation and paperwork #recruitment #hiringProven work experience as a US IT Technical RecruiterSolid knowledge of sourcing techniques (e.g. job-board search, social media recruiting and Boolean search)Familiarity with Applicant Tracking Systems and resume databasesExcellent verbal and written communication skills']",CommunicationBoolean SearchingAddDatabasesAddHuman Resources (HR)AddInterviewingAddPre-screeningAddRecruitingAddSourcingAddTracking SystemsAddWritten CommunicationAdd
Home loan Sales officer,Hr Desire,"Hisar, Haryana, India",On-site,2-10 employees,5 on LinkedIn,2 applicants,2-10 employees 5 on LinkedIn,Full-time · Entry level,"['Post Applied for', 'Current Location', 'Current Company', 'Mobile number', 'Current Post', 'Current CTC', 'Expected CTC', 'Notice Period', 'Total Experience', 'About Company : Private Bank', 'Location : Punjab, Delhi, Uttrakhand, Lucknow, Kanpur, Rajasthan,', 'Experience : 0 - 3 years', 'Salary : 12500 to 25000 Per month', 'Qualification: any graduate', 'Working Days: 6 days working', 'Number of openings : 99', 'Will be responsible for meeting targets, identify new sources from assigned geography, and maintain good relationship with sources, achieving efficiency of assigned geography and sources there by achieving the desired productivity expected by the company.', 'Responsible for lane to lane/ Area mapping of Area/ Geography at regular intervals with the help of supervisor. Identify new sources in the allocated Area/ Geography and inform the progress to reporting manager during team huddle.', 'Responsible for managing the relationship with all sources assigned and identified by him in his geography/area.', 'Responsible for maintaining reports related to sales and all his activities in the prescribed format. Should maintain diary on daily basis in the prescribed format of activities', 'Responsible for identification of channel partners', 'Responsible for attending team huddle on a daily basis as per the set process', 'Responsible for enhancing the customer experience by developing and maintaining relationship with customers']",Channel PartnersAddCustomer Relationship Management (CRM)AddCustomer SatisfactionAddDiaryAddDirect SalesAddLoan SalesAddSalesAddSales & MarketingAddSales ManagementAddSales OperationsAdd
Manager/Asst. Manager – Pre-Sales,Bhumi,"Chennai, Tamil Nadu, India",Hybrid,"10,001+ employees",523 on LinkedIn,21 applicants,"Civic & Social Organization 10,001+ employees 523 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationBusiness AdministrationAddClient LiaisonAddCorporate FundraisingAddCorporate PartnershipsAddGrant WritingAddOrganization SkillsAddPresalesAddProposal WritingAddRFPAdd
Job Opening for Sales & Sr Sales Executive,Kalyani motors,"Bengaluru, Karnataka, India",On-site,"501-1,000 employees",204 on LinkedIn,8 applicants,"Automotive 501-1,000 employees 204 on LinkedIn","₹100,000/yr - ₹290,000/yr · Full-time · Mid-Senior level","['Relationship Manager Sales (fresher & any Sales Exp)', 'Showroom Hostess (Female Candidate)', 'Sr.Relationship Manager ( Automobile Exp)', 'Sr sales consultants. fresher or Exp']",CommunicationAccount ManagementAddCustomer SatisfactionAddKannadaAddLead GenerationAddSalesAddSales ManagementAddSales OperationsAddSales PresentationsAddSales ProcessesAdd
PeopleSoft DB Admin,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,1 applicant,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['Must have 4+ years Experience on PeopleSoft DB Admin', 'Look for profiles with good communications skills']",Database AdministrationAddDatabase DesignAddDisaster RecoveryAddHigh Availability (HA)AddOracle RACAddPeopleSoftAddPerformance TuningAddSQL TuningAddSolarisAddTroubleshootingAdd
Lead Control Management Officer,Wells Fargo,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","206,991 on LinkedIn",9 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",FinanceFinancial ServicesProblem SolvingAttention to DetailAddBusiness ControlAddBusiness InitiativesAddIssue ManagementAddProgram ManagementAddRisk AssessmentAddRisk ManagementAdd
"Technology Director - Head of Fraud Technology, India & Philippines",Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","206,991 on LinkedIn",21 applicants,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Director,"['Coordinates with the global head of Fraud & Claims Technology, the global head of Fraud Technology, and the global business head of Fraud & Claims to align with Fraud Roadmap and execution plan, delivering, engineering, and implementing technology enabled fraud strategies across various functions and products across the bank, including Deposit Fraud Strategy, Originations Fraud Strategy, Transactions Fraud Strategy, and Digital Fraud Strategy. This work must be delivered within agreed SLAs, scope, and budget parameters', 'Coordinates with the global leadership to hire and manage a world class team across engineering, platform technology, fraud services, and fraud Risk Operations Center disciplines', 'Leads the collaboration with business partners to define the Business appetite levels and balance between fraud losses, operating expenses and customer experience friction; Business tolerance thresholds and acceptable durations for variances when defined appetite is breached; and Business notification and escalation framework at different severity levels when appetite thresholds are breached', 'Drives innovative technology in partnership with the CT teams, to manage fraud risk and minimize losses through monitoring, reporting and taking appropriate action, ensuring compliance requirements, audits and verifications are completed in accordance with regulatory requirements and bank policies', 'Coordinates with other Enterprise Fraud Management functions (e.g., Risk Teams, Strategy, Commercial Fraud Management, Wealth and Investment Management Fraud Management, and Analytics) to define the customer experience scorecard around product usage and customer attrition to measure impact to revenue preservation and revenue growth', 'Coaches and motivates others through the change process, improves operational methods and workflows by identifying, recommending and implementing process improvement initiatives', 'Identify, Develop and groom talent with dir ect and indirect reporting teams', '10+ years of Technology Strategic Leadership experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education', '6+ years of Management experience', ""12-15+ years' experience leading large, global application development and implementation teams. Experience coaching and mentoring managers, and individual contributors. Experience managing complex, diverse technology portfolios."", '5-10 years of technology leadership experience in the Fraud Services/Management domain', 'Executive leadership experience managing a complex technology organization of large scale, including managers, individual contributors and vendor resources across multiple global locations', 'Experience building products or leading engineering functions or data science operating at a global scale, and in a hybrid deployment model of cloud-native (e.g., GCP, Azure, AWS) and on-premises', 'Has experience leading operations functions that react and respond to critical events and incidents on technology, fraud, or cyber related matters', ""Experience in working in an automated DevOp's / DevSecOp's agile environment"", 'Demonstrated ability to create and communicate vision and strategy', 'Demonstrated ability to build relationships and partnerships across a diverse set of IT Leaders and business partners', 'Experience managing vendor relationship and aligning vendor and Wells Fargo roadmaps', 'Broad understanding of application and infrastructure architecture domains', 'Proven track record influencing large technology transformations.', 'Strong Fraud Management Strategies and technology acumen', 'Knowledge of functional programming or modern programming language stack to build highly available and microservice/cloud native products and capabilities', 'Knowledge and implementation experience with traditional fraud related vendor technologies (e.g., Falcon, Actimize, check fraud detection products, etc.)', 'Strong commitment to diversity and inclusion', 'Demonstrated vendor negotiation and partnership skills along with experience working with technology offshore vendor relationships', 'Demonstrated prior experiences in effective engagement with senior executives and external regulators', ""Ability to effectively drive and lead change in an organization with Wells Fargo's size, scale and complexity"", 'Demonstrated experience in building, leading, developing and retaining a high performing team of leaders, strong technical experts and high performing professionals in a cultural environment that achieves results through team member engagement and satisfaction', 'Demonstrated ability to manage a large portfolio of technology efforts across several major lines of business and effectively partner/influence at the senior executive level', 'Ability to develop technology strategy, operating model & roadmaps with clear objectives and aligned with business, enterprise and technology strategies', 'Broad experience across multiple areas of technology including one or more of architecture, infrastructure and application development with strong understanding of leading edge as well as legacy and distributed technologies to effectively manage the complex and diverse applications portfolio', 'Highly effective decision-making/critical thinking/problem solving skills with a collaborative and results oriented leadership style', 'Demonstrated ability to consult with key business partners and translate complex, technical concepts so that they are clearly understood along with the ability to effectively partner and influence at the senior executive level', 'Demonstrated experience motivating and influencing groups or individuals across organizational boundaries', 'Proven experience in establishing a vision, developing the strategy to support the vision, gaining consensus across key functional leadership through effective communication, and driving action towards the vision through the effective management of goals and objectives', 'Excellent communication (oral and written) with ability to communicate at multiple levels ranging from technologists to senior managers and executive leadership']",Customer DataAddFraud InvestigationsAddFrictionAddIT StrategyAddOperating ExpensesAddStrategic LeadershipAddTechnology LeadershipAddVendor ManagementAddVendor NegotiationAddVendor RelationsAdd
SQL Developer,IDESLABS PRIVATE LIMITED,Pune/Pimpri-Chinchwad Area,On-site,51-200 employees,102 on LinkedIn,79 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']","Extract, Transform, Load (ETL)SQLDatabasesAddPL/SQLAddSQL Server Analysis Services (SSAS)AddSQL Server Integration Services (SSIS)AddSQL Server Reporting Services (SSRS)AddStored ProceduresAddT-SQL Stored ProceduresAddTransact-SQL (T-SQL)Add"
Model Based Development,IDESLABS PRIVATE LIMITED,"Bangalore Urban, Karnataka, India",On-site,51-200 employees,102 on LinkedIn,13 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '']",CommunicationFunctional TestingAddMATLABAddModel Driven DevelopmentAddOptimizationAddSimulinkAddTargetlinkAddTechnical ArchitectureAddTest StrategyAddUnit TestingAdd
"Business Development Manager, BDM",Markegist,"Jaipur, Rajasthan, India",Hybrid,11-50 employees,24 on LinkedIn,1 applicant,Management Consulting 11-50 employees 24 on LinkedIn,Full-time · Mid-Senior level,"['Exp: 3-5 years; Business Development Manager Greetings from Jobingo HR Solutions Pvt. Ltd.!!! This is to inform you currently we Have Urgent Openings for Our Client. Designation Business Development Manager BDM No. of Vacancies 3 Education Any Graduate Experience 3 to 5 Years Experience Job Location Jaipur Job Industry Faucet industry Salary Package Salary no bar for deserving candidate. Basic Salary 20k to 30K Gender Preference Male Business Development Manager we are hiring Business Development Manager to take over a mix of existing accounts and new sales territory. BDM identify new business opportunities in order to generate revenue, improve profitability and help the business grow sales personality, and close new businesses from cold calls and inbound warm leads. Responsibilities Contacting potential clients to establish rapport and arrange meetings. Planning and overseeing new marketing initiatives. Researching organizations and individuals to find new opportunities. Increasing the value of current customers while attracting new ones. Finding and developing new markets and improving sales. Attending conferences, meetings, and industry events. Developing quotes and proposals for clients. Developing goals for the development team and business growth and ensuring they are met. Training personnel and helping team members develop their skills. Requirements Effective communication skills. Should have experience in faucets/C.P Fittings/ Sanitary ware/Water pumps Ability to manage complex projects and multi-task. Excellent organizational skills. Ability to flourish with minimal guidance, be proactive, and handle uncertainty. Proficient in Word, Excel, Outlook, and PowerPoint. Comfortable using a computer for various tasks. Experience in sales, marketing or related field.pumps , planning , manufacturing ,Business Development']",CommunicationAccount ManagementAddBDMAddBusiness PlanningAddContract NegotiationAddIdentifying New OpportunitiesAddNew Business DevelopmentAddNew Business OpportunitiesAddOrganization SkillsAddTeamworkAdd
Senior Software Engineer,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","206,991 on LinkedIn",1 applicant,"Financial Services 10,001+ employees 206,991 on LinkedIn",Full-time · Mid-Senior level,"['Lead an agile engineering team supporting technology solutions development across multiple product or capability domains.', 'Partner with business product managers, lead systems architects, and senior engineers to develop product functional and technical strategy for the domain(s), including development of actionable short and long-term product roadmaps and shaping prioritized features. Oversee engineering teams to deliver commitments aligned to strategic product priorities.', 'Mentor and guide the professional and technical development of senior engineers and lower level engineer and assists in hiring top engineering talent.', 'Collaborate within and across agile teams to design, test, implement, and support technical solutions in full-stack development tools and methodologies.', 'Ensures the craftsmanship, security, availability, resilience, and scalability of solutions developed by the teams or third party providers. Support implementation of features spanning multiple teams for multiple product or capability domains.', 'Partners with product managers to drive business outcomes.', 'Ensure compliance and risk management requirements for supported area are met. Ensures that key areas of technology risk including security, stability, and scalability are addressed in products and capabilities within the domain(s).', 'Interface with third party vendors and technology service providers. May speak at a conference as a subject matter expert. Lead a team of individual contributor engineers.', 'Experience 7+ years of software engineering and implementation experience', 'Lead/Sup 6 + years of leadership experience including coaching, training, and mentoring', 'Knowledge/Skills/Ability Knowledge : large scale development projects, including data migrations and third party vendor integrations', 'Hands on exp in Azure tech like Azure Data lake , Azure factory, Power BI', 'Knowledge/Skills/Ability Knowledge and understanding of Big Data, Hadoop framework, elastic search , Kibana, Business analytics', 'Good understanding of HDFC,Apache Spark,Kafka,Hive,Hbase,MongoDB,Cassandra', 'Python programming experience', 'Experience in data warehouse and data analytics delivery experience on internal or external cloud platforms', 'Experience with databases such as Oracle, DB2, SQL server, or Teradata', 'Experience in Datalake migrations', 'Good to have experience in Machine learning and AI', 'Experience in creation of technical roadmaps for projects an building E2E systems', 'Experience with Jenkins and CI/CD tools for build and deployment.', 'The applicant must have strong communication, customer service, troubleshooting, and organizational skills and the ability to mentor juniors.', 'Ability to identify and impose best practices, standards and SDLC concepts to all functional areas.', 'Good understanding of agile methodology']",AnalyticsCommunicationData AnalyticsDatabasesAddE2EAddKibanaAddSoftware DevelopmentAddTechnology RiskAddTeradataAddTroubleshootingAdd
Business Analyst,IDESLABS PRIVATE LIMITED,Greater Hyderabad Area,On-site,51-200 employees,102 on LinkedIn,2 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Mid-Senior level,"['Skill Business Analyst (Atleast one project candidate should have worked on SFDC / Salesforce as a BA)', 'Exp 4+', 'Immediate joiner', 'Any location']",Analytical SkillsData AnalysisProblem SolvingBusiness AnalysisAddBusiness ProcessAddBusiness Process ImprovementAddBusiness RequirementsAddRequirements GatheringAddSalesforce.comAddTeamworkAdd
Data Architect,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,7 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Mid-Senior level,"['We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",AnalyticsCommunicationData AnalyticsData ArchitectureAddData GovernanceAddData RetentionAddData StorageAddDatabasesAddPredictive AnalyticsAddRelease NotesAdd
Data Quality Analyst (Collibra),System Soft Technologies,India,Remote,"501-1,000 employees",765 on LinkedIn,Over 200 applicants,"Information Technology & Services 501-1,000 employees 765 on LinkedIn",Contract · Mid-Senior level,"['Experience with data quality processes and tools (e.g. Collibra)', 'Experience with python', 'Experience with AWS Snowflake including stored procedures', 'Experience with SQL', 'Knowledge of industry-leading data quality and Master Data Management practices', 'Experience building, maintaining, and updating PowerBI dashboards.', 'Build and maintain Data Quality rule sets on critical data elements', 'Perform regular data profiling of data sets and interpret any changes or outliers identified over time', 'Maintain a Data Quality dashboard that shows the current level of quality within the system', 'Develop and maintain DQ tooling utilizing SQL and Snowflake store procedures', 'Assess, score, and identify the source of any quality issues found', 'Interact with the Master Data Management tool to ensure the quality of Master Data', 'Interface quality scores and dashboard from DQ tooling with cataloging tool (Collibra)', 'Define new and mature quality rules on the source and curated data', 'Manage day-to-day operations of data quality processes', 'Maintain DQ rules in both cataloging and quality tool', 'Identify and outline data issues to business and IT partner teams', 'Reporting Tool: Power BI and Excel', 'Strong written and communication skills', 'Strong analytics thinking and problem-solving', 'Knowledge in Accounting and Finance domain']",Data ManagementPython (Programming Language)SQLAccountingAddDashboardAddData ProfilingAddData QualityAddMaster Data ManagementAddSnowflakeAddStored ProceduresAdd
Openings For the position of HR Assistant at Powai Location,Catalyst Corporate Services Pvt Ltd,"Mumbai, Maharashtra, India",On-site,51-200 employees,34 on LinkedIn,78 applicants,Financial Services 51-200 employees 34 on LinkedIn,Full-time · Entry level,"['', '', '', '']",CommunicationCoachingAddEmployee RelationsAddHR PoliciesAddHuman Resources (HR)AddInterpersonal CommunicationAddInterpersonal SkillsAddOrganization SkillsAddPayroll AdministrationAddTeamworkAdd
Technical Architect,Alcon,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","23,772 on LinkedIn",7 applicants,"Medical Device 10,001+ employees 23,772 on LinkedIn",Full-time · Mid-Senior level,"['Lead an experienced team of engineers to build cutting edge medical device software in the Ophthalmology.', 'Build detailed architectural diagrams and specifications to help define solutions and align technical stakeholders', 'Help to develop design specifications and proof-of-concept solutions in response to business needs Collaborate with your team, Product Managers, and Data Scientists on changes, enhancements, and features.', 'Participate in design and requirement reviews to shape the trajectory of our products and improve patient outcomes.', 'Review code and define and promote coding quality standards and best practices.', 'Develop solutions that have high performance in a cloud and on-perm environment.', 'Write technical documentation and effectively communicate product architectures, design proposals and ideas.', 'Commit to quality and place patient safety at the forefront of your work.', 'Bachelor’s Degree or Equivalent years of directly with 13 or more years of experience', '10 Years of Relevant Experience', 'The ability to fluently read, write, understand, and communicate in English', 'Hands on programming experience in Java / JEE / Spring or other modern cloud native technology stacks.', 'Proven track record of leading high-power teams successfully.', 'Comfortable working in a Linux environment.', 'Networking protocols (TCP/IP, DNS, SSL/TLS, HTTP, gRPC).', 'RDBMS and NoSQL storage engines (PostgreSQL, Elastic Search).', 'Modern front-end frameworks (React, Angular2, Redux/Flux/Reflux).', 'Python or Java application frameworks (django, WildFly, Spring/SpringBoot).']",CommunicationArchitectureAddCloud ComputingAddFront-End DevelopmentAddJavaAddProgrammingAddRefluxAddSpring FrameworkAddTechnical DocumentationAddTransport Layer Security (TLS)Add
Automation Testing,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,Null,Information Technology & Services 51-200 employees 102 on LinkedIn,Full-time · Entry level,"['Greetings from IDESLABS,This is Krishna we have Immediate Openings on ""Automation Testing"" for Client NTT DATA PAN INDIA LocationJob DetailsSkill: Automation TestingExperience: 5-8 YearsLocation: - PAN INDIANotice Period: Immediate JoinersEmployee type: C2HPlease Share your Updated CV\'s : careers@ideslabs.comSpocPraveena: praveena.vs@ideslabs.comArun: arun.vangari@ideslabs.comJob DescriptionMain Skills:NTT DataAutomation Testing5 to 8 yearsImmediate joiner15 LPAJob DescriptionGood experience in Automation, API & Functional testing.Good communication skills.Good in data testing with SQL queries.Web application testingAPI TestingJIRAAutomation conceptsIf you are interested, please Share below details and Updated ResumeJob Description MatchedFirst Name:Last NameDate of Birth:Alternate Contact NumberPass Port No and Expiry Date (Mandatory ) :Total ExperienceRelevant Experience:Current CTCExpected CTC:Current Location:Preferred LocationCurrent OrganizationPayroll Company:Notice PeriodHolding any offer:RegardsIDESLABS - Consulting Services']",CommunicationAPI TestingAddApplication TestingAddFunctional TestingAddManual TestingAddSoftware TestingAddTest AutomationAddTestingAddWeb ApplicationsAddWeb TestingAdd
IT Security Executive,TorcAI Digital Media Private Limited,"Dehradun, Uttarakhand, India",On-site,51-200 employees,75 on LinkedIn,6 applicants,Marketing & Advertising 51-200 employees 75 on LinkedIn,Full-time · Mid-Senior level,"['Exp: 0-3 years; 7 IT Security | Current Openings - 4 | IT Park - Dehradun Roles and Responsibilities Safeguards information system assets by identifying and solving potential and actual security problems. Protects systems by defining access privileges, control structures, and resources. Recognizes problems by identifying abnormalities; reporting violations. Implements security improvements by assessing current situation; evaluating trends; anticipating requirements. Determines security violations and inefficiencies by conducting periodic audits. Upgrades the system by implementing and maintaining security controls. Keeps users informed by preparing performance reports; communicating system status. Maintains quality service by following organization standards. Maintains technical knowledge by attending educational workshops; reviewing publications. Contributes to team effort by accomplishing related results as needed. Read full JD Please mail your CV to career@torcai.comDesired Skills and ExperienceIT security , security , anticipating']",Computer HardwareAddEducational WorkshopsAddIT Hardware SupportAddInformation TechnologyAddNetwork AdministrationAddNetwork SecurityAddNetworkingAddSystem AdministrationAddTechnical SupportAddTroubleshootingAdd
SAP BI/BW,IDESLABS PRIVATE LIMITED,"Hyderabad, Telangana, India",On-site,51-200 employees,102 on LinkedIn,33 applicants,Information Technology & Services 51-200 employees 102 on LinkedIn,Contract · Entry level,"['Must have experience on SAP BI/BW', 'Need to have good communications skills.', 'We have 9000 + trainer ecosystem', '700 Plus courses across technologies,', 'Delivered 45000 Plus of training across Geographies.', 'Virtual Training to 150 + Professionals on monthly basis across technologies', 'Training Partner for large corporations such as Wipro, Tech M, Infosys, Mylan etc', 'Delivered training across the globe, Americas, Europe, South Africa, and Pan Asia', 'Resourcing for both contract and Permanent positions', '150000 + inhouse database', '30 plus strong recruiter base based out of India.', '75 + resources working at multiple customer locations.', 'Partners for large IT houses such as WIPRO, NTTDATA, DXC, HCL &Tech M', 'Catering to customers in US, Europe, UK, Middle East, and APAC (India & Singapore)']",Business Intelligence (BI)Data ModelingAdvanced Business Application Programming (ABAP)AddDatabasesAddSAP BIAddSAP HANAAddSAP ImplementationAddSAP NetweaverAddSAP ProductsAddStatutory Accounting Principles (SAP)Add
