Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement,Job_Desception,skills
Logistics Executive,Nivoda,"Mumbai, Maharashtra, India",On-site,51-200 employees,170 on LinkedIn,51 applicants,Luxury Goods & Jewelry 51-200 employees 170 on LinkedIn,Full-time · Associate,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddDiamondsAddGujaratiAddImport/Export OperationsAddLogistical CoordinationAddLogistics ManagementAddOperationsAddProcurementAddQuick WittedAddThird-Party Logistics (3PL)Add
Business Development executive - mohali,GFL Recruitment Private Limited,"Sahibzada Ajit Singh Nagar, Punjab, India",On-site,11-50 employees,5 on LinkedIn,1 applicant,Staffing & Recruiting 11-50 employees 5 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business RequirementsAddCommunicationAddDocumentationAddEnglishAddJiraAddLead GenerationAddPresentationsAddTechnical RequirementsAddUser StoriesAddWritingAdd
Senior Executive_engineer -ADDES_Sharepoint developer_Pune,_VOIS,"Pune, Maharashtra, India",On-site,"10,001+ employees","11,539 on LinkedIn",2 applicants,"Information Technology & Services 10,001+ employees 11,539 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '']",Enterprise Solution DesignAddMicrosoft OneDriveAddMicrosoft Power AppsAddMicrosoft Power BIAddOffice 365AddSharePointAddSharePoint AdministrationAddTechnical Solution DesignAddTroubleshootingAddUser Interface DesignAdd
Senior RPA / Automation Manager,Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,16 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Effort EstimationAddEnterprise Solution DesignAddImpact AssessmentAddKey Performance IndicatorsAddProcess AutomationAddRobotic Process Automation (RPA)AddStakeholder ManagementAddTeam PerformanceAddTest DataAddTest ProceduresAdd
InP - Deposit/Loan Operations Analyst II,Jobs for Humanity,"Gurugram, Haryana, India",On-site,11-50 employees,32 on LinkedIn,4 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Bank Account MaintenanceAddDaily ReportsAddEscrowAddLendingAddLoan ModificationsAddLoansAddOrganization SkillsAddProblem SolvingAddProcedure ManualsAddRegulatory RequirementsAdd
Software Engineer - IBM Sterling/File Gateway,CMEx Management Private Limited,"Navi Mumbai, Maharashtra, India",Hybrid,11-50 employees,16 on LinkedIn,18 applicants,Information Technology & Services 11-50 employees 16 on LinkedIn,Full-time · Entry level,"['Having hands-on experience with IBM Sterling B2B Integrator, IBM Sterling File Gateway administration.', 'Proficient with IBM Sterling Integrator and Connect Direct.', 'Experience in upgrading SI & SFG to the new versions', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",BPMLAddConnect DirectAddElectronic Data Interchange (EDI)AddFTPAddFTPSAddRoot CauseAddSecure File Transfer Protocol (SFTP)AddShell ScriptingAddSterling IntegratorAddTroubleshootingAdd
Regional Lead - Finance and Accounting Operations - Agri,Shine.com,"Pune, Maharashtra, India",On-site,"1,001-5,000 employees",486 on LinkedIn,6 applicants,"Computer Software 1,001-5,000 employees 486 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '']",AllocationsAddAssociation of Chartered Certified Accountants (ACCA)AddBalance Sheet ReviewAddBalance SheetsAddFinanceAddFinancial AccountingAddInternational Financial Reporting Standards (IFRS)AddInterpersonal SkillsAddSocial InfluenceAddStatutoryAdd
Inside Sales Executive,QuickSell,"Mumbai, Maharashtra, India",Full-time · Associate,51-200 employees,57 on LinkedIn,27 applicants,Computer Software 51-200 employees 57 on LinkedIn,Full-time · Associate,"['', '', '', '', '', '', '', '']",ClarityAddCommunicationAddConsultative SellingAddDirect SalesAddHindiAddInbound MarketingAddInside SalesAddLead GenerationAddSalesAddTechnoAdd
Production Support Representative - Windows Admin,Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,5 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddCustomer-Focused SellingAddInternet Information Services (IIS)AddInterpersonal SkillsAddProblem SolvingAddProduct RequirementsAddServer AdministrationAddTeam MotivationAddWindows ServerAddWritten CommunicationAdd
Production Support Representative - Windows Admin,Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,2 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddCustomer-Focused SellingAddInternet Information Services (IIS)AddInterpersonal SkillsAddProblem SolvingAddProduct RequirementsAddServer AdministrationAddTeam MotivationAddWindows ServerAddWritten CommunicationAdd
Export Documentation Manager,DSRP Enterprises,"Navi Mumbai, Maharashtra, India",On-site,11-50 employees,17 on LinkedIn,8 applicants,Staffing & Recruiting 11-50 employees 17 on LinkedIn,Full-time · Mid-Senior level,"['Minimum 7 years in export documentation departmentMaking Proforma invoice and packing list and send to CHA. After container stuffing, follow pre shipment procedures like making documents such as Phyto sanitary certificate, Insurance, Fumigation, providing stuffing details to buyers etc. Providing BL draft to forwarder and meticulously checking the BL drafts and providing approvals. Follow up for BL from forwarders. Making complete set of documents and sending the same to the bank for discounting. Complete banking knowledge of bank discounting and availing packing credit for the bank. Knowledge of BRC and MEIS. Making weekly planner for bank documents, export register and discounting statement. Knowledge of making documents for Merchant Trade. Overall knowledge of DGFT, Customs and other export related bodies. Should have knowledge of agri industry documentation.This job is provided by Shine.com""export import documentation"", documentation, ""export import logistics"", ""export documentation"", ""export administration"", ""document management"", ""export import""']",Document ManagementAddDocumentationAddExport DocumentationAddManualsAddNegotiationAddOnline HelpAddQuality AssuranceAddSoftware DocumentationAddTechnical DocumentationAddTechnical WritingAdd
Computer Support Specialist II - Kwajalein Atoll - 2739,RGNext,"Maharashtra, India",Full-time · Entry level,"1,001-5,000 employees",534 on LinkedIn,4 applicants,"Defense & Space 1,001-5,000 employees 534 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AtollAddCompTIAAddCompTIA Server+AddComputer ScienceAddCybersecurityAddInformation TechnologyAddLinuxAddNaturalizationAddU.S. Department of DefenseAddWindows 10Add
"Research Analyst (Executive Search), Bangalore (Ashok Nagar)",Talent Leads HR Solutions Pvt Ltd,"Bengaluru, Karnataka, India",On-site,11-50 employees,21 on LinkedIn,6 applicants,Human Resources 11-50 employees 21 on LinkedIn,Full-time · Mid-Senior level,"['Key ResponsibilitiesAnalyze and breakdown new industries, market segments, and competitive landscapes in order to betterunderstand the clients needs and apply intel to research strategies. Use qualitative information to clearlycommunicate and present data/details to influence decisions.Provide directed support on assignments, e.g., development of search strategies and target company lists,systematic identification of potential candidates and sources through database, internal network and externalresources, and development of client-facing presentations.Synthesize information accurately, so that it is easily incorporated into a readable, client-ready document.Assist in high level name generation and talent mapping. Contribute to the long list creation by leveraging internaland external databases to provide commentary on potential candidates.Develop industry and/or functional expertise by maintaining an awareness of industry trends and best in classleaders/future leaders.Provide support in creation of high-quality client documentation (e.g., position specifications, progress reports, company mappings, etc.).As we work to discover and develop leadership for a better future, we look for people with a broad range of skills whocan work alongside the most influential organizations in the world.Successful candidates will be self-directed, collaborative, comfortable with ambiguity, and highly organized. In addition,they will demonstrate a passion and ability for working with people, communicating clearly and cogently, and leadingchange within a small team to drive greater business performance. They will be graceful under pressure, enjoy fast-paced environments, and be excellent multitaskers to partner directly with our consultants across.This job is provided by Shine.com""qualitative research"", ""research analyst"", ""research analysis""']",Analytical SkillsAddCommunicationAddDatabasesAddMarket ResearchAddPresentationsAddQualitative ResearchAddQuantitative ResearchAddReport WritingAddSecondary ResearchAddTalent MappingAdd
Human Resource,ESTAH Society,"Mahbubabad, Telangana, India",On-site,11-50 employees,62 on LinkedIn,2 applicants,Non-profit Organization Management 11-50 employees 62 on LinkedIn,Full-time · Entry level,"['Devise a list of procedures and practices for hiring new employees and managing our staff', 'Establish an orientation procedure for onboarding new hires and training them to meet the needs of the company Communicate with employees about compensation, benefits and other facets of their employment', 'End to end hiring, training, induction and performance management', '', '', '', '']",CommunicationAddEmployee RelationsAddHR PoliciesAddHuman Resources (HR)AddInterviewingAddPayroll AdministrationAddPayroll ManagementAddPayroll SystemsAddPerformance ManagementAddStatutory CompliancesAdd
Sales Training Manager,Danone,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","65,480 on LinkedIn",130 applicants,"Food Production 10,001+ employees 65,480 on LinkedIn",Full-time,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Building Organizational CapabilityAddCoachingAddInterpersonal CommunicationAddInterpersonal SkillsAddJob CoachingAddProduct LaunchAddSales & MarketingAddSales DevelopmentAddSales TrainingsAddTraining ManagementAdd
Digital Marketing part time job/internship at Mumbai in Planet Conversations International LLP,Planet Conversations International,"Mumbai, Maharashtra, India",On-site,2-10 employees,1 on LinkedIn,4 applicants,Environmental Services 2-10 employees 1 on LinkedIn,Part-time · Internship,"['', '', '', '', '', '', '', '']",Digital MarketingAddEmail MarketingAddFacebookAddInstagramAddInstagram MarketingAddLead GenerationAddLinkedIn Sales NavigatorAddSearch Engine Optimization (SEO)AddTarget AudienceAddWeb AnalyticsAdd
Manager - Operations,The Phoenix Mills Ltd.,"Pune, Maharashtra, India",On-site,"501-1,000 employees",901 on LinkedIn,Over 200 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",BrandingAddFinancial ManagementAddHandoverAddNegotiationAddOperationsAddOperations ManagementAddRetailAddRetail OperationsAddTeamworkAddTimelinesAdd
Strategic Support Analyst,CITGO,"Gariaband, Chhattisgarh, India",Hybrid,"1,001-5,000 employees","4,212 on LinkedIn",1 applicant,"Oil & Energy 1,001-5,000 employees 4,212 on LinkedIn",Part-time · Entry level,"['Remote Work options available for eligible positions', 'Options are department and/or location specific', '9/80 Work Schedule Option (where applicable)', 'Annual Vacation Incentive (40-120 hours of additional pay) for Eligible Employees', 'Paid Vacation Time', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Ad Hoc ReportingAddAnalytical SkillsAddAuditing StandardsAddClarityAddCommunicationAddContract PricingAddStatutory Accounting Principles (SAP)AddTactfulnessAddTechnical SupportAddWritten CommunicationAdd
Assistant Manager - Security,The Phoenix Mills Ltd.,"Indore, Madhya Pradesh, India",On-site,"501-1,000 employees",901 on LinkedIn,186 applicants,"Real Estate 501-1,000 employees 901 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Crisis ManagementAddEmergency ManagementAddExpensesAddExternal AgenciesAddFire SafetyAddSecurityAddSecurity ManagementAddSecurity OperationsAddStatutoryAddSupervisory SkillsAdd
Sitefinity Admin,CIEL HR,"Pune, Maharashtra, India",On-site,"501-1,000 employees","1,226 on LinkedIn",Null,"Human Resources 501-1,000 employees 1,226 on LinkedIn",Full-time · Entry level,"['Role- Sitefinity AdminExp-4+ yearsNP- Immediate4-5 years’ experience in Sitefinity adminEnd to end process understandingProvide technical assistance to the other team membersInvestigation & Bug FixingIncident Management, Service Request ManagementChange Management, Problem ManagementExpertise in Sitefinity CMS with strong competencies in OOPs as a certified Sitefinity.Sitefinity DEC framework, Experience in ASP.NET MVC, Angular.JS and related framework is essential.Experience in building micro services in .NET core.Skills Required : Sitefinity CMS, .Net Core, MVC, ASP.Net, and SQL ServerKnowledge base maintenance and optimizationProvide SoPs to L1.5 Team, Monitoring Support queuesPreliminary Incident/Request InvestigationTicket categorization based on tickets trendCollect preliminary information and Log TicketCoordination with Product Support VendorUser Access Management, User QueriesRestore Deleted List/Libraries/List Items/Documents.Maintaining the communication templates, email TemplatesFurnish training documentation']",.NET CoreAdd.NET FrameworkAddASP.NETAddASP.NET MVCAddAccess ManagementAddModel-View-Controller (MVC)AddProblem ManagementAddRequest ManagementAddSitefinityAddTraining DocumentationAdd
CA fully qualified + Statutory Reporting Audit and reporting - Finance Shared Services Analyst II,Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,7 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"[""Company DescriptionJobs for Humanity is dedicated to building an inclusive and just employment ecosystem. Therefore, we have dedicated this job posting to individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf of Hard of Hearing Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. If you identify with any of the following communities do not hesitate to register.Company Name: FIS Global Job DescriptionFull timeExperienced (relevant combo of work and education)0%About the opportunityAre you curious, motivated, and forward-thinking? At FIS you’ll have the opportunity to work on some of the most challenging and relevant profile of statutory reporting and compliance. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun. About the teamYou will be responsible for preparation of the annual statutory financial statements, meeting tax compliance requirements and facilitate annual statutory audit on timely basis for international entities in accordance with the local GAAP and regulatory requirements. What you will be doingTimely preparation and review of financial statements and completion of statutory audits within prescribed time frame.Adequate planning of audit incorporating all the risks associated with timely completionFollow up with different stakeholders to get the FS approvals.Timely filing of financial statements with the applicable regulatory authority.Timely and effective resolutions of queries raised by various internal and external stakeholdersTimely recording and review of secondary ledger entriesApplication of IFRS/local GAAP in resolving complex issues in the entitiesAppropriate resolution of complex adjustments/new requests in a timely mannerConsistently assisting the team on unresolved issues, guiding and training on new/complex areasGood business knowledge of assigned entitiesSupport to tax team in work related to tax filing/return preparationsQuarterly tax provisions/annual tax packages5471 tax reportingAssistance in tax audits, as applicableLegal entity review and variance analysisLiaise with local bookkeeper and timely submission of information/reconciliation.Timely submission of statistical surveys for respective countriesMotivate and assist team members, coordinate their work and create an environment of trust and confidenceFacilitate domain, system and soft skills trainings for the team membersConflict managementClient/stakeholder relationshipsEffective communicationWhat you bring:Knowledge / Experience3-5 years of in experience in statutory reportingExtensive MS Office experience (Advanced Excel preferred)Ability to communicate to all levels within the organizationAn understanding of the general ledger process, document flows, internal controls and reporting requirementsKnowledge of local GAAP and US GAAP/IFRSAn understanding of the statutory reporting process, internal and external reporting requirements. SkillsGood knowledge of US GAAP and IFRSStrong analytical and problem-solving skillsAbility to work with strict deadlines and proven track record to deliver on/before the deadlines QualificationsQualified CA (or equivalent e.g. CWA/CS) with 3-5 years of relevant experience.Diploma in IFRS is preferable CompetenciesFluent in EnglishExcellent communicator – ability to discuss different aspects of accounting and reporting with internal and external stakeholdersImmaculate conceptual framework of US GAAP/IFRSAttention to detail – Ability to comprehend the complex issuesOrganized approach – manage and adapt priorities according to client and internal requirementsSelf-starter but team mindset What we offer youA multifaceted job with a high degree of responsibility and a broad spectrum of opportunitiesA broad range of professional education and personal development possibilities – FIS is your final career step!A competitive salary and benefitsA variety of career development tools, resources and opportunities With a 50-year history rooted in the financial services industry, FIS™ is the world's largest global provider dedicated to financial technology solutions. We champion clients from banking to capital markets, retail to corporate and everything touched by financial services. Headquartered in Jacksonville, Florida, our 53,000 worldwide employees help serve more than 20,000 clients in over 130 countries. Our technology powers billions of transactions annually that move over $9 trillion around the globe. FIS is a Fortune 500 company and is a member of Standard & Poor’s 500® Index.FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the FIS FIS Online Privacy Notice. .FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.#pridepass""]",CommunicationAddCorporate Financial ReportingAddFinancial ReportingAddFinancial StatementsAddIT AuditAddInternal AuditsAddNegotiationAddOnline PrivacyAddProblem SolvingAddTeamworkAdd
Need job for - Asst Store Manager,Alliance Recruitment Agency,"Mumbai, Maharashtra, India",On-site,2-10 employees,3 on LinkedIn,3 applicants,Publishing 2-10 employees 3 on LinkedIn,Full-time · Entry level,"['Opening:', 'Ensure that the store is open and ready for customer walk-in by 11:00 AM', 'Make sure there are no unentered products', 'Follow office checklist', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Account ReconciliationAddAggregatorAddApparelAddCash ManagementAddCustomer SatisfactionAddPick and PackAddPost-SalesAddProcurementAddProduct KnowledgeAddShopifyAdd
Officer-Operation-Mumbai-Mutual Fund Company-5 days working,Channel Marketing,"Mumbai, Maharashtra, India",On-site,11-50 employees,30 on LinkedIn,2 applicants,Marketing & Advertising 11-50 employees 30 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '']",Audit ReportsAddCommunicationAddExpensesAddFinanceAddFinancial TransactionsAddMilitary OperationsAddMutual FundsAddNegotiationAddOperations ManagementAddProblem SolvingAdd
Risk Analyst I,Jobs for Humanity,"Gurugram, Haryana, India",On-site,11-50 employees,32 on LinkedIn,34 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Financial AnalysisAddGLBAAddGramm-Leach-BlileyAddISO 27001AddISO StandardsAddPayment Card Industry Data Security Standard (PCI DSS)AddQuantitative AnalyticsAddRatiosAddRisk AssessmentAddSecurity Architecture DesignAdd
Data Administrator,Genius Consultants Limited,"Durgapur, West Bengal, India",On-site,201-500 employees,"1,502 on LinkedIn",2 applicants,"Staffing & Recruiting 201-500 employees 1,502 on LinkedIn",Full-time · Entry level,"['', '', '']",CommunicationAddDCLAddDDLAddDQLAddDatabase AdministrationAddDatabasesAddProblem SolvingAddProcedure CreationAddSQLAddTCLAdd
Director - ESG - Consulting Firm,WEN- Women Entrepreneur Network,"Bengaluru, Karnataka, India",On-site,51-200 employees,92 on LinkedIn,42 applicants,Human Resources 51-200 employees 92 on LinkedIn,Full-time · Director,"['You will be working on solving full spectrum of sustainability and climate change challenges across a wide range of clients across industry sectors.', ""You will not just be working on ideas and recommendations to solve the client's challenges, in most cases you would also be walking with the client in implementing those recommendations and in advising clients as they establish and improve internal processes for collecting, analyzing, measuring, and reporting information."", '', '', '', '', '', '', '', '', '', '']",Analytical SkillsAddClient RequirementsAddData ValidationAddPresentationsAddProject DeliveryAddSecondary ResearchAddStakeholder EngagementAddSustainabilityAddThought LeadershipAddWorkshopsAdd
Data Modeller,CIEL HR,"Mumbai, Maharashtra, India",On-site,"501-1,000 employees","1,226 on LinkedIn",14 applicants,"Human Resources 501-1,000 employees 1,226 on LinkedIn",Full-time · Entry level,"['Understanding Business Requirement and visualize data to be modeled', 'Knowledge on Oracle EBS', 'Experience on Supply Chain modules', 'Ability to adapt quickly', 'Understand the linkages with the downstream applications', '', '', '', '']",Analytical SkillsAddBusiness RequirementsAddData AnalyticsAddData ArchitectureAddData EngineeringAddData ManagementAddData ModelingAddData VisualizationAddDatabasesAddOracle DatabaseAdd
Sitefinity Admin,CIEL HR,"Pune, Maharashtra, India",On-site,"501-1,000 employees","1,226 on LinkedIn",1 applicant,"Human Resources 501-1,000 employees 1,226 on LinkedIn",Full-time · Entry level,"['Role- Sitefinity AdminExp-4+ yearsNP- Immediate4-5 years’ experience in Sitefinity adminEnd to end process understandingProvide technical assistance to the other team membersInvestigation & Bug FixingIncident Management, Service Request ManagementChange Management, Problem ManagementExpertise in Sitefinity CMS with strong competencies in OOPs as a certified Sitefinity.Sitefinity DEC framework, Experience in ASP.NET MVC, Angular.JS and related framework is essential.Experience in building micro services in .NET core.Skills Required : Sitefinity CMS, .Net Core, MVC, ASP.Net, and SQL ServerKnowledge base maintenance and optimizationProvide SoPs to L1.5 Team, Monitoring Support queuesPreliminary Incident/Request InvestigationTicket categorization based on tickets trendCollect preliminary information and Log TicketCoordination with Product Support VendorUser Access Management, User QueriesRestore Deleted List/Libraries/List Items/Documents.Maintaining the communication templates, email TemplatesFurnish training documentation']",.NET CoreAdd.NET FrameworkAddASP.NETAddASP.NET MVCAddAccess ManagementAddModel-View-Controller (MVC)AddProblem ManagementAddRequest ManagementAddSitefinityAddTraining DocumentationAdd
Influencer Marketing Manager,GlobalShiksha.com,"Bengaluru North, Karnataka, India",Hybrid,11-50 employees,93 on LinkedIn,1 applicant,Computer Software 11-50 employees 93 on LinkedIn,Full-time · Mid-Senior level,"['Create and execute influencer marketing campaigns.', '', '', '', '', '', '', '', '', '', '']",CampaignsAddCommunicationAddContent CreationAddContract NegotiationAddInfluencer MarketingAddMarketingAddMarketing Campaign ManagementAddNegotiationAddSocial MediaAddSocial Media MarketingAdd
Sales Executive-Hotel,Sanda Group,"Navi Mumbai, Maharashtra, India",On-site,201-500 employees,59 on LinkedIn,1 applicant,Information Technology & Services 201-500 employees 59 on LinkedIn,Full-time · Mid-Senior level,"['Exp: 0-3 years; Sales Executive-Hotel About Company Baywatch Resort, Goa started in February 2007. The beginning of Sanda Hotels in Goa that set itself apart from the rest of the resorts in South. From 2007, we have established in the market, with the domestic and international guests with a loyal group of clientele and we are proud to add up to that list every year. Job Title Sales Executive Job Location Multiple locations Job Responsibilities l Organizing sales visits or contact customers via calls to discover their needs and requirements. l Generate leads B2B/ Corporate clients. l Maintaining Data, and sending email to corporate and arranging appointments as per the client schedules. l Develop Sales unit & doing market survey & Study. l Innovate ways of marketing. l Must achieve the targets. Desired Skills l Good English Communication skills. l Good Negotiation & convincing skills. l Ability to work under pressure. l Pleasing personality.sales visits , market survey , sales executive , sales , market , marketing , b2b , negotiation']",Account ManagementAddBusiness DevelopmentAddConvincing PeopleAddDirect SalesAddNew Business DevelopmentAddSalesAddSales OperationsAddSales ProcessesAddTarget Market SellingAddTeamworkAdd
"Accounting (Reconciliation, Insurance process)_0-3 Yrs_Pune/Bangalore_Night Shift",Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,12 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '']",Account ReconciliationAddAccounts Receivable (AR)AddArticulationAddAttention to DetailAddBusiness ManagementAddBusiness RequirementsAddCommunicationAddCustomer RequirementsAddGeneral LedgersAddWritten CommunicationAdd
Senior Lead Analyst - BA,Jobs for Humanity,"Pune, Maharashtra, India",On-site,11-50 employees,32 on LinkedIn,7 applicants,Non-profit Organization Management 11-50 employees 32 on LinkedIn,Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Business RequirementsAddCommunicationAddComputer ScienceAddDemosAddFunctional SpecificationsAddFunctionalityAddQuality ManagementAddSystem DevelopmentAddTransfer AgencyAddWeb AuthoringAdd
Data Mining,Aventuric Solutions,"Vadodara, Gujarat, India",Hybrid,51-200 employees,6 on LinkedIn,12 applicants,Information Technology & Services 51-200 employees 6 on LinkedIn,"₹120,000/yr - ₹10,000,000/yr · Full-time · Entry level","['', '', '', '', '', '', '', '', '', '']",CommunicationAddData CollectionAddData ManagementAddData MiningAddData ScienceAddDatabasesAddMiningAddPattern RecognitionAddStatisticsAddSummariesAdd
Product Owner,ZustPe Payments,"Chennai, Tamil Nadu, India",On-site,2-10 employees,6 on LinkedIn,61 applicants,Computer Software 2-10 employees 6 on LinkedIn,Full-time · Entry level,"['Define and prioritize the product backlog: The Product Owner is responsible for defining and prioritizing the product backlog, which is a list of features, enhancements, and bug fixes that need to be implemented in the product.', 'Work with stakeholders to define product requirements: The Product Owner works with stakeholders such as customers, business analysts, and project managers to define product requirements and ensure that they are aligned with the overall goals of the organization.', 'Develop user stories and acceptance criteria: The Product Owner is responsible for developing user stories and acceptance criteria that outline the functionality and requirements of each feature or enhancement.', '', '', '', '', '', '', '']",Agile Project ManagementAddAnalytical SkillsAddCommunicationAddPrioritize WorkloadAddProduct ManagementAddProduct RequirementsAddProduct VisionAddSprint PlanningAddUser StoriesAddWSEAdd
Senior Product Owner,AgileEngine,"Indore, Madhya Pradesh, India",Hybrid,"1,001-5,000 employees",731 on LinkedIn,12 applicants,"Computer Software 1,001-5,000 employees 731 on LinkedIn",Full-time · Mid-Senior level,"['Work closely with cross-functional teams, and assigned PMs/POs to develop the scope, deliverables, required resources, work plan, budget, and timing for new initiatives', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Backlog ManagementAddCommunicationAddLeadershipAddPresentationsAddProblem SolvingAddProduct StrategyAddProject ManagementAddQuality AssuranceAddSoftwareAddStakeholder ManagementAdd
Mahindra & Mahindra - Manager - Secretarial - Contractual Role,Mahindra and Mahindra Limited [Automotive and Farm Equipment Business],"Navi Mumbai, Maharashtra, India",On-site,"10,001+ employees","12,403 on LinkedIn",Null,"Automotive 10,001+ employees 12,403 on LinkedIn",Full-time · Mid-Senior level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",Companies ActAddConveningAddFinancial StatementsAddMarketingAddNegotiationAddPortalsAddSAP FIAddStatutoryAddTeam ManagementAddXBRLAdd
SDE- Android,Upstox,"Bengaluru, Karnataka, India",On-site,"501-1,000 employees","1,627 on LinkedIn",67 applicants,"Financial Services 501-1,000 employees 1,627 on LinkedIn",Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",AndroidAddAndroid DevelopmentAddAttention to DetailAddBack-End Web DevelopmentAddComputer ScienceAddFlutterAddKotlinAddMobile Application DevelopmentAddiOSAddiOS DevelopmentAdd
Logistics Specialist - KSA region,Allyn International,"Bengaluru, Karnataka, India",On-site,201-500 employees,387 on LinkedIn,8 applicants,Transportation/Trucking/Railroad 201-500 employees 387 on LinkedIn,Full-time · Entry level,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",CommunicationAddCustomer RequirementsAddCustomer ServiceAddCustoms RegulationsAddEnglishAddExportAddFreightAddInbound MarketingAddProject CargoAddTruckAdd
Java Backend Developer (AVP Role),HiyaMee,"Pune, Maharashtra, India",Hybrid,"1,001-5,000 employees",948 on LinkedIn,2 applicants,"Human Resources 1,001-5,000 employees 948 on LinkedIn",Full-time · Executive,"['Core java (60%), spring (15%), and databases (15%).', 'Data structure (HashMap, treemap, arraylist, linklist),', 'Streaming concepts (partitioning), Junit', 'Exception handling and workflow, Test coverage (why its important, how it gets handled at', '', '', '', '', '', '', '', '', '', '']",AWS LambdaAddCore JavaAddGarbage CollectionAddHibernateAddJUnitAddJakarta EEAddJavaAddJava Message Service (JMS)AddSpring BootAddSpring FrameworkAdd
